,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
14,43.8,0.5,0.05547,0.0224342996324824,,104.6,6e-10,61.424,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
15,44.22,0.12,0.05289,0.0136656540275246,4.5e-10,123.793,2.4e-10,79.708,M1+E2,0.52,4,132.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
16,44.4,0.05,0.00387,0.0038840442839905,2e-10,174.569,3e-10,130.141,[E1],,,0.978,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
17,44.4,0.05,0.0129,0.0090967521676695,1.4e-10,174.58,3e-10,130.141,M1,,,35.2,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
18,46.45,0.05,,,3e-11,376.296,4.2e-10,329.856,,,,,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
19,48.3,0.03,0.01419,0.0052999716980376,2.8e-10,334.37,7.7e-10,286.087,E2,,,313.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
20,49.82,0.05,0.4257,0.0973230702351708,2.4e-10,79.708,,29.858,E1,,,0.716,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
21,50.13,0.01,8.385,0.8130153750083696,6.3e-10,50.128,987552.0,0.0,E1,,,0.707,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
22,50.85,0.05,0.01548,0.0065836843788261,2e-10,174.569,4.5e-10,123.793,M1+E2,0.4,1,54.0,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
23,54.19,0.04,0.00645,0.0014023551618616,2.8e-10,334.37,7.5e-11,280.182,(M1),,,19.7,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
24,54.19,0.1,0.000645,0.0001402355161861,,514.25,,459.93,(M1),,,19.7,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
25,56.0,0.06,0.004902,0.000418,,432.24,3e-11,376.296,M1,,,17.9,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
26,56.42,0.14,0.00903,0.0077782067342029,5e-11,342.59,7.7e-10,286.087,M1+E2,0.47,2,40.8,,90,137,Th,,0,,(1/2+),18.697,,7,d,1615420.8,604.8,A,100,,6146.6,10,88,135,Ra,1-May-2001,E. BROWNE,2024-04-27
