,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,90,137,Th,1,9.3,0.03,(5/2+),0,0.0,,(1/2+),0,9.3,0.1,100.0,,(E2),,,,,,,,,,,326000.0,19000.0,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
1,90,137,Th,2,24.38,0.03,(3/2+),1,9.3,0.03,(5/2+),0,15.1,0.2,2.2,,(M1),,,,,,,,,,,242.0,11.0,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
2,90,137,Th,2,24.38,0.03,(3/2+),0,0.0,,(1/2+),1,24.33,0.05,100.0,20.0,M1+E2,0.097,0.005,,,,,,,,,334.0,12.0,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
3,90,137,Th,3,37.863,0.025,(3/2-),1,9.3,0.03,(5/2+),0,28.57,0.05,96.0,19.0,E1,,,,,,,,,,,3.23,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
4,90,137,Th,3,37.863,0.025,(3/2-),0,0.0,,(1/2+),1,37.9,0.03,100.0,19.0,E1,,,,,,,,,,,1.537,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
5,90,137,Th,4,73.67,0.04,(7/2-),3,37.863,0.025,(3/2-),0,35.7,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
6,90,137,Th,4,73.67,0.04,(7/2-),1,9.3,0.03,(5/2+),1,64.38,0.02,,,E1,,,,,,,,,,,0.377,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
7,90,137,Th,5,76.23,0.04,(9/2+),2,24.38,0.03,(3/2+),0,51.85,0.04,25.0,5.0,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
8,90,137,Th,5,76.23,0.04,(9/2+),1,9.3,0.03,(5/2+),1,66.94,0.03,100.0,10.0,E2,,,,,,,,,,,75.4,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
9,90,137,Th,6,77.63,0.03,(3/2+),3,37.863,0.025,(3/2-),0,39.88,0.06,8.0,2.0,E1,,,,,,,,,,,1.343,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
