,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,103.5,0.5,,,,977.71,,874.2,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
1,248.0,0.5,,,,1543.15,,1295.33,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
2,257.7,0.1,15.4,0.00154,,257.63,2735.4,0.0,M1+E2,,,0.45,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
3,274.3,0.5,0.616,0.2926000064842105,,1445.08,,1171.01,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
4,295.4,0.5,,,,1445.08,,1149.33,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
5,302.7,0.1,1.8942,0.2464000728083017,,1445.08,,1142.39,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
6,324.2,0.1,1.463,0.1848000579104076,,1495.04,,1171.01,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
7,334.9,0.1,0.4928,0.0770000157695983,,592.72,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
8,389.8,0.5,,,,982.87,,592.72,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
9,462.7,0.5,,,,1445.08,,982.87,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
10,467.8,0.5,,,,1445.08,,977.71,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
11,565.5,0.5,,,,1543.15,,977.71,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
12,592.9,0.1,0.616,0.1078000175999985,,592.72,2735.4,0.0,[M1+E2],,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
13,720.3,0.1,9.548,1.2320003699849444,,977.71,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
14,874.3,1.0,4.158,0.6160001403324841,,874.2,2735.4,0.0,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
15,893.1,1.0,1.0472,0.1540000356047959,,1149.33,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
16,913.8,1.0,0.4928,0.1232000098559996,,1171.01,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
17,944.5,0.1,1.1242,0.1694000373029958,,1202.14,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
18,964.7,0.1,4.004,0.6160001301299862,,1222.34,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
19,977.5,0.1,17.094,2.310000632477913,,977.71,2735.4,0.0,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
20,982.9,0.1,2.618,0.3542000967521607,,982.87,2735.4,0.0,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
21,1029.6,0.1,0.7392,0.107800025343997,,1287.24,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
22,1037.7,0.1,2.5718,0.3542000933675094,,1295.33,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
23,1085.5,0.3,0.7084,0.1078000232759974,,1343.1,,257.63,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
24,1142.4,0.1,6.16,0.7700002463999606,,1142.39,2735.4,0.0,,,,,,82,131,Pb,,0,,(9/2+),10.2,,3,m,612,18,B-,100,,2028,8,83,130,Bi,1-Jan-2022,M. S. Basunia,2024-04-27
