,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,82,131,Pb,1,675.0,,(5/2+ 7/2+),0,0.0,,(9/2+),0,675,,100,,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
1,82,131,Pb,2,772.0,1.0,(13/2+),0,0.0,,(9/2+),0,772,1.0,100,,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
2,82,131,Pb,3,1083.2,1.4,(15/2+),2,772.0,1.0,(13/2+),0,311,1.0,100,,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
3,82,131,Pb,4,1141.0,1.5,(17/2+),2,772.0,1.0,(13/2+),0,369,1.0,100,,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
4,82,131,Pb,5,1259.8,1.4,(17/2+),3,1083.2,1.4,(15/2+),0,176,2.0,9,8.0,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
5,82,131,Pb,5,1259.8,1.4,(17/2+),2,772.0,1.0,(13/2+),1,488,1.0,100,9.0,,,,,,,,,,,,,,1-Jan-2022,M. S. Basunia,2024-04-27
6,82,131,Pb,6,1331.0,1.8,(21/2+),4,1141.0,1.5,(17/2+),0,190,1.0,100,,[E2],,,,,7.7e-05,,,,,,0.512,0.012,1-Jan-2022,M. S. Basunia,2024-04-27
