,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,91,143,Pa,1,73.92,0.02,(3+),0,0.0,,4+,0,73.92,0.02,,,(M1+E2),0.11,0.03,,,,,,,,,10.6,0.4,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
1,91,143,Pa,2,73.92,,(0-),1,73.92,0.02,(3+),0,10.0,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
2,91,143,Pa,3,103.42,,(2-),2,73.92,,(0-),0,29.49,0.02,,,E2,,,,,130.0,,,,,,4400.0,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
3,91,143,Pa,4,166.3,,(1-),3,103.42,,(2-),0,62.86,0.02,0.75,0.12,M1+E2,0.33,0.08,,,3.5,,0.00071,,,,25.0,5.0,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
4,91,143,Pa,4,166.3,,(1-),2,73.92,,(0-),1,92.38,0.01,100.0,6.0,M1,,,,,,,0.042,,,,5.27,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
5,91,143,Pa,5,166.72,,(1+),3,103.42,,(2-),0,63.29,0.02,100.0,10.0,E1,,,0.00062,,,,,,,,0.405,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
6,91,143,Pa,5,166.72,,(1+),2,73.92,,(0-),1,92.8,0.02,57.0,4.0,E1,,,0.000112,,,,,,,,0.1472,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
7,91,143,Pa,6,177.27,,,3,103.42,,(2-),0,73.92,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
8,91,143,Pa,6,177.27,,,2,73.92,,(0-),1,103.35,0.1,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
9,91,143,Pa,7,186.73,,(1+),5,166.72,,(1+),0,20.02,0.02,3.6,1.0,M1+E2,0.08,0.02,,,,,,,,,246.0,70.0,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
10,91,143,Pa,7,186.73,,(1+),3,103.42,,(2-),1,83.3,0.05,28.6,1.5,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
11,91,143,Pa,7,186.73,,(1+),2,73.92,,(0-),2,112.81,0.05,100.0,8.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
