,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,84,131,Po,1,271.228,0.01,7/2+,0,0.0,,9/2+,0,271.23,0.01,100.0,,M1+E2,3.6,,,,20.0,,0.00032,,,,0.207,0.012,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
1,84,131,Po,2,293.56,0.04,(11/2)+,0,0.0,,9/2+,0,293.56,0.04,100.0,,M1,,,,,,,,,,,0.536,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
2,84,131,Po,3,401.812,0.01,5/2+,1,271.228,0.01,7/2+,0,130.6,0.03,2.0,1.0,M1+E2,0.62,,,,15.0,,0.0018,,,,4.4,0.11,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
3,84,131,Po,3,401.812,0.01,5/2+,0,0.0,,9/2+,1,401.81,0.01,100.0,3.0,E2,,,,,9.2,,,,,,0.0555,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
4,84,131,Po,4,517.63,0.06,7/2+ 9/2+,2,293.56,0.04,(11/2)+,0,224.0,0.7,3.2,0.5,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
5,84,131,Po,4,517.63,0.06,7/2+ 9/2+,0,0.0,,9/2+,1,517.63,0.06,100.0,5.0,M1(+E2),,,,,,,,,,,0.1162,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
6,84,131,Po,5,608.3,0.2,(11/2+ 13/2+),0,0.0,,9/2+,0,608.3,0.2,100.0,,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
7,84,131,Po,6,676.64,0.07,,2,293.56,0.04,(11/2)+,0,383.1,0.6,2.5,0.4,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
8,84,131,Po,6,676.64,0.07,,1,271.228,0.01,7/2+,1,405.4,0.6,1.4,0.3,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
9,84,131,Po,6,676.64,0.07,,0,0.0,,9/2+,2,676.64,0.07,100.0,13.0,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
10,84,131,Po,7,708.1,0.5,,1,271.228,0.01,7/2+,0,436.9,0.6,93.0,7.0,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
11,84,131,Po,7,708.1,0.5,,0,0.0,,9/2+,1,708.1,0.8,100.0,30.0,,,,,,,,,,,,,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
12,84,131,Po,8,712.66,0.21,(15/2+),2,293.56,0.04,(11/2)+,0,419.1,0.2,100.0,,(E2),,,,,,,,,,,0.0497,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
