Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
108,Th-231,37,0,267.72,0.09,0.00148,0.0001,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
109,Th-231,38,0,311.0,0.05,0.0032,0.00014,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
110,Th-231,39,0,16.228,,56.0,3.0,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
111,Th-231,40,0,92.282,,0.35,0.04,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
112,Th-231,41,0,95.865,,0.56,0.06,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
113,Th-231,42,0,108.373,,0.199,0.021,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
114,Th-231,43,0,109.74,,0.27,0.03,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
115,Th-231,44,0,111.482,,0.067,0.007,0.0,5/2+,25.57,8,h,92052.0,B-,100.0,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27,ENSDF
116,Pa-231,1,0,16.5,0.1,0.220966,0.0090038852169494,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
117,Pa-231,2,0,19.6,,0.34629,0.0991023334740408,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
118,Pa-231,3,0,23.6,,0.0046172,0.0009922840923848,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
119,Pa-231,4,0,24.5,0.1,0.004947,9.49119639455e-05,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
120,Pa-231,5,0,25.48,0.06,0.118728,0.013334466618504,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
121,Pa-231,6,0,27.36,0.02,10.45466,0.4463772562530488,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
122,Pa-231,7,0,29.97,0.02,0.0967963,0.005194681608145,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
123,Pa-231,8,0,30.92,0.06,0.0097291,0.0024786243644408,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
124,Pa-231,9,0,31.54,0.05,0.0067609,0.0023112525716589,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
125,Pa-231,10,0,35.83,0.03,0.0161602,0.001024170649843,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
126,Pa-231,11,0,38.2,0.02,0.145112,0.0054880037354214,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
127,Pa-231,12,0,39.65,0.08,0.001649,0.0008249419676559,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
128,Pa-231,13,0,39.98,0.02,0.01649,0.003309033695809,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
129,Pa-231,14,0,42.44,0.04,0.0057715,0.0013225803907513,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
130,Pa-231,15,0,43.07,0.04,0.0067609,0.0018172748003535,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
131,Pa-231,16,0,44.14,0.02,0.0554064,0.0043823293577731,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
132,Pa-231,17,0,46.34,0.02,0.186337,0.0103537354128836,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
133,Pa-231,18,0,50.83,0.15,0.0019788,0.0003313876883651,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
134,Pa-231,19,0,52.71,0.03,0.0766785,0.004625932937257,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
135,Pa-231,20,0,54.6,0.02,0.0700825,0.0041206011709458,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
136,Pa-231,21,0,56.78,0.04,0.0047821,0.000664231172108,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
137,Pa-231,22,0,57.19,0.03,0.0028033,0.0004968248182206,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
138,Pa-231,23,0,57.19,0.03,0.0328151,0.0022100092714737,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
139,Pa-231,24,0,60.5,0.03,0.0052768,0.0006652346352979,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
140,Pa-231,25,0,63.64,0.03,0.044523,0.001653479304376,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
141,Pa-231,26,0,70.49,0.05,0.0051119,0.0008287375579759,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
142,Pa-231,27,0,71.9,0.1,0.0019788,0.0006603952755736,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
143,Pa-231,28,0,72.67,0.06,0.0029682,0.0006613880252922,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
144,Pa-231,29,0,74.15,0.04,0.0222615,0.0009014768438512,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
145,Pa-231,30,0,77.34,0.03,0.0572203,0.0018965712773318,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
146,Pa-231,31,0,96.84,0.03,0.0837692,0.0025449432704875,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
147,Pa-231,32,0,100.85,0.06,0.0227562,0.0009047822997826,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
148,Pa-231,33,0,102.6,0.5,0.013192,0.000216,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
149,Pa-231,34,0,124.58,0.08,0.00430389,0.000401985072484,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
150,Pa-231,35,0,144.4,0.08,0.011543,0.0010072901071687,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
151,Pa-231,36,0,198.89,0.1,0.00418846,0.0004016580560626,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
152,Pa-231,37,0,230.0,1.0,0.001649,0.0008249419676559,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
153,Pa-231,38,0,242.18,0.08,0.0093993,0.0010012979426724,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
154,Pa-231,39,0,243.08,0.09,0.0336396,0.002373397269738,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
155,Pa-231,40,0,245.6,0.13,0.00671143,0.0005390009225409,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
156,Pa-231,41,0,246.04,0.09,0.011543,0.0033034111158013,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
157,Pa-231,42,0,255.78,0.07,0.1058658,0.0019958927626503,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
158,Pa-231,43,0,258.44,0.1,0.00234158,0.000414029006351,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
159,Pa-231,44,0,260.19,0.08,0.1815549,0.0036650231895582,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
160,Pa-231,45,0,273.15,0.06,0.057715,0.0012541232993609,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
161,Pa-231,46,0,277.22,0.07,0.0679388,0.0014887397757835,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
162,Pa-231,47,0,277.39,0.1,0.0034629,5.66999999999e-05,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
163,Pa-231,48,0,283.682,0.016,1.649,0.027,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
164,Pa-231,49,0,286.58,0.1,0.01037221,0.0005230395003247,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
165,Pa-231,50,1,300.066,0.01,2.409189,0.0493668606759635,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
166,Pa-231,51,0,302.667,0.009,0.174794,0.0429694184275281,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
167,Pa-231,52,0,302.667,0.009,2.27562,0.3318980982169075,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
168,Pa-231,53,0,312.92,0.05,0.0986102,0.0019847774812305,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
169,Pa-231,54,0,318.1,0.7,0.0021437,0.0013196668708427,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
170,Pa-231,55,0,327.14,0.07,0.0359482,0.000884037397399,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
171,Pa-231,56,0,330.055,0.015,1.357127,0.0276711572038467,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
172,Pa-231,57,0,340.71,0.06,0.1767728,0.0036018052487606,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
173,Pa-231,58,0,351.5,0.1,0.0037927,0.0011559692469957,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
174,Pa-231,59,0,354.48,0.05,0.0961367,0.0020537963506638,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
175,Pa-231,60,0,357.11,0.08,0.1675384,0.0033824245268741,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
176,Pa-231,61,0,359.33,0.15,0.00842639,0.0002832273704993,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
177,Pa-231,62,0,363.84,0.1,0.00796467,0.000250920834129,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
178,Pa-231,63,0,374.96,0.1,0.00443581,0.0002577928226308,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
179,Pa-231,64,0,379.35,0.07,0.0496349,0.0011577052906504,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
180,Pa-231,65,0,384.7,0.1,0.00364429,0.0002066809214707,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
181,Pa-231,66,0,391.61,0.09,0.00672792,0.0002264767537739,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
182,Pa-231,67,0,395.5,0.1,0.00232509,0.000169237510322,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
183,Pa-231,68,0,398.14,0.08,0.00941579,0.0002914625385877,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
184,Pa-231,69,0,407.806,0.028,0.03551946,0.0007635203902974,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
185,Pa-231,70,0,410.3,0.12,0.00179741,0.0002163807334306,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
186,Pa-231,71,0,435.0,0.1,0.00291873,0.0001716854510434,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
187,Pa-231,72,0,438.01,0.09,0.00451826,0.0002740156674352,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
188,Pa-231,73,0,438.7,0.1,0.0013192,0.0003305065808724,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
189,Pa-231,74,0,486.827,0.023,0.00155006,0.0001505645127511,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
190,Pa-231,75,0,516.2,0.5,0.00136867,0.000150092425525,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
191,Pa-231,76,0,583.0,2.0,0.0042874,0.0001792206740306,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
192,Pa-231,77,0,609.0,2.0,0.0070907,0.0003496387421325,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
193,Pa-231,78,0,15.349,,45.0,4.0,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
194,Pa-231,79,0,87.674,,0.7109591202907636,0.018223046000485,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
195,Pa-231,80,0,90.886,,1.1556552670526066,0.0292466872046947,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
196,Pa-231,81,0,102.818,,0.4074904626533538,0.0118178223318976,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
197,Pa-231,82,0,104.107,,0.5431847867169207,0.0156208434101393,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
198,Pa-231,83,0,105.738,,0.1356943240635668,0.0044314864553983,0.0,3/2-,32570.0,130,Y,1027809078992.4614,A,100.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
199,Ac-227,1,0,24.5,0.2,0.0279999,1e-06,0.0,3/2-,21.772,3,Y,687057392.318817,B-,98.62,0.0036,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
200,Ac-227,2,0,28.6,0.5,0.0419999,1.5e-06,0.0,3/2-,21.772,3,Y,687057392.318817,B-,98.62,0.0036,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
201,Ac-227,3,0,37.9,0.5,0.0489998,1.8e-06,0.0,3/2-,21.772,3,Y,687057392.318817,B-,98.62,0.0036,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
202,Ac-227,4,0,69.28,0.08,0.0043,0.0013,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
203,Ac-227,5,0,79.54,0.08,0.0012,0.0004,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
204,Ac-227,6,0,86.7,0.2,0.003,0.0009,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
205,Ac-227,7,0,99.6,0.1,0.0056,0.0017,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
206,Ac-227,8,0,106.85,0.1,0.0012,0.0004,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
207,Ac-227,9,0,121.6,0.1,0.0014,0.0005,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
208,Ac-227,10,0,121.6,0.1,0.0014,0.0005,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
209,Ac-227,11,0,147.61,0.08,0.0027,0.0008,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
210,Ac-227,12,0,160.49,0.1,0.0049,0.0014,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
211,Ac-227,13,0,172.0,0.1,0.0011,0.0003,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
212,Ac-227,14,0,206.8,0.1,0.0011,0.0003,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
213,Ac-227,15,0,14.5,,0.08219298449736,,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
214,Ac-227,16,0,15.784,,3.327023481404,0.1932084188805861,0.0,3/2-,21.772,3,Y,687057392.318817,B-,98.62,0.0036,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27,ENSDF
215,Ac-227,17,0,83.227,,0.0035730511343029,,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
216,Ac-227,18,1,86.102,,0.005865152879683,,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
217,Ac-227,19,0,97.469,,0.0020458946767477,,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
218,Ac-227,20,0,98.682,,0.0027087645520139,,0.0,3/2-,21.772,3,Y,687057392.318817,A,1.38,0.0036,1-May-2001,E. BROWNE,2024-04-27,ENSDF
219,Fr-223,1,0,20.27,0.05,1.59,0.3516020477756066,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
220,Fr-223,2,0,24.14,0.03,0.285,0.0607453701939497,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
221,Fr-223,3,0,27.27,0.03,0.069,0.0182877007849538,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
222,Fr-223,4,0,29.6,0.03,0.024,0.0048059962546801,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
223,Fr-223,5,0,29.78,0.04,0.054,0.0161443488564884,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
224,Fr-223,6,0,31.69,0.05,0.0015,0.0003,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
225,Fr-223,7,0,43.5,0.2,0.0024,0.00048,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
226,Fr-223,8,0,44.0,0.1,0.0015,0.0003,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
227,Fr-223,9,0,49.8,0.05,2.79,0.6074240693288339,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
228,Fr-223,10,1,50.094,0.015,33.9,7.821662227429666,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
229,Fr-223,11,0,61.43,0.05,0.0039,0.00078,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
230,Fr-223,12,0,62.31,0.06,0.018,0.0069971422738143,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
231,Fr-223,13,0,73.5,0.1,0.0015,0.0009486832980505,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
232,Fr-223,14,0,79.651,0.013,8.7,2.1136697944570244,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
233,Fr-223,15,0,89.08,0.1,0.06,0.0123693168768529,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
234,Fr-223,16,0,93.88,0.05,0.066,0.0159762323468332,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
235,Fr-223,17,0,111.05,0.03,0.0054,0.0016144348856488,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
236,Fr-223,18,0,134.59,0.05,0.531,0.1077146229627157,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
237,Fr-223,19,0,150.6,0.4,0.003,0.0010816653826391,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
238,Fr-223,20,0,150.9,0.2,0.006,0.002,0.0,3/2(-),22.0,7,m,1320.0,A,0.006,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
239,Fr-223,21,0,155.5,0.5,0.003,0.0006,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
240,Fr-223,22,0,173.38,0.04,0.117,0.0262975284009733,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
241,Fr-223,23,0,184.68,0.04,0.2481,0.049642667132216,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
242,Fr-223,24,0,200.7,0.2,0.003,0.0010816653826391,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
