Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
243,Fr-223,25,0,204.9,0.04,0.978,0.1983642104816289,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
244,Fr-223,26,0,205.6,0.2,0.0066,0.00132,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
245,Fr-223,27,0,210.6,0.05,0.0108,0.0022417850030723,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
246,Fr-223,28,0,218.8,0.05,0.0096,0.0020115665537088,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
247,Fr-223,29,0,222.9,0.3,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
248,Fr-223,30,0,234.75,0.04,3.0,0.6029925372672534,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
249,Fr-223,31,0,236.05,0.05,0.03,0.0084852813742385,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
250,Fr-223,32,0,245.6,0.05,0.0288,0.0083173072565584,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
251,Fr-223,33,0,250.24,0.05,0.0174,0.00348,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
252,Fr-223,34,0,250.24,0.05,0.0033,0.00066,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
253,Fr-223,35,0,254.6,0.2,0.0063,0.0013955644019535,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
254,Fr-223,36,0,256.17,0.05,0.03,0.0084852813742385,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
255,Fr-223,37,0,262.9,0.2,0.0039,0.0011909659944767,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
256,Fr-223,38,0,272.8,0.2,0.0045,0.0010816653826391,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
257,Fr-223,39,0,286.0,0.2,0.0105,0.0057939623747483,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
258,Fr-223,40,0,289.68,0.05,0.201,0.0402,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
259,Fr-223,41,0,289.68,0.05,0.03,0.006,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
260,Fr-223,42,0,293.2,0.2,0.0042,0.0012310970717209,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
261,Fr-223,43,0,296.5,0.2,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
262,Fr-223,44,0,299.95,0.05,0.0207,0.0052942988204293,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
263,Fr-223,45,0,304.4,0.05,0.015,0.0061773780845922,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
264,Fr-223,46,0,307.78,0.14,0.0015,0.0003,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
265,Fr-223,47,0,307.78,0.14,0.0135,0.0030886890422961,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
266,Fr-223,48,0,312.65,0.05,0.0168,0.0045043978509896,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
267,Fr-223,49,0,314.6,0.2,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
268,Fr-223,50,0,319.26,0.022,0.489,0.0989436203097501,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
269,Fr-223,51,0,329.8,0.05,0.027,0.0056044625076808,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
270,Fr-223,52,0,334.3,0.06,0.0114,0.0035338930374305,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
271,Fr-223,53,0,339.5,0.05,0.0672,0.0147184781822034,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
272,Fr-223,54,0,342.5,0.07,0.0201,0.0082462355047621,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
273,Fr-223,55,0,350.5,0.2,0.003,0.0016155494421403,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
274,Fr-223,56,0,369.38,0.06,0.099,0.02068912757948,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
275,Fr-223,57,0,434.4,0.1,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
276,Fr-223,58,0,444.5,0.3,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
277,Fr-223,59,0,469.3,0.2,0.0012,0.00024,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
278,Fr-223,60,0,469.3,0.2,0.0012,0.00024,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
279,Fr-223,61,0,475.4,0.1,0.003,0.0006,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
280,Fr-223,62,0,475.4,0.1,0.0033,0.00066,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
281,Fr-223,63,0,480.9,0.3,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
282,Fr-223,64,0,493.4,0.2,0.0027,0.0008072174428244,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
283,Fr-223,65,0,506.9,0.2,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
284,Fr-223,66,0,516.7,0.2,0.0036,0.0009372299611087,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
285,Fr-223,67,0,524.8,0.2,0.0048,0.0013159027319676,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
286,Fr-223,68,0,533.1,0.3,0.0021,0.0018483506160899,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
287,Fr-223,69,0,537.2,0.2,0.0021,0.0004199999999999,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
288,Fr-223,70,0,537.2,0.2,0.0036,0.0007199999999999,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
289,Fr-223,71,0,539.8,0.2,0.0066,0.0019980990966416,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
290,Fr-223,72,0,552.3,0.2,0.003,0.0008485281374238,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
291,Fr-223,73,0,556.3,0.3,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
292,Fr-223,74,0,568.94,0.11,0.0549,0.012512409839835,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
293,Fr-223,75,0,576.1,0.4,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
294,Fr-223,76,0,581.3,0.4,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
295,Fr-223,77,0,592.3,0.4,0.0036,0.0011525623627379,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
296,Fr-223,78,0,607.6,0.3,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
297,Fr-223,79,0,613.6,0.4,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
298,Fr-223,80,0,632.7,0.3,0.0024,0.0007683749084919,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
299,Fr-223,81,0,663.7,0.3,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
300,Fr-223,82,0,708.3,0.3,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
301,Fr-223,83,0,723.1,0.4,0.0435,0.0105683489722851,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
302,Fr-223,84,0,724.15,0.05,0.0156,0.0039362926720456,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
303,Fr-223,85,0,742.4,0.3,0.0012,0.0003841874542459,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
304,Fr-223,86,0,746.3,0.05,0.0219,0.0049944369051976,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
305,Fr-223,87,0,753.65,0.05,0.0105,0.0025806975801127,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
306,Fr-223,88,0,757.2,0.05,0.0102,0.0027205881717011,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
307,Fr-223,89,0,762.6,0.2,0.0027,0.0008072174428244,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
308,Fr-223,90,0,765.8,0.9,0.0243,0.0054202951949132,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
309,Fr-223,91,0,775.83,0.05,0.462,0.1027752888587524,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
310,Fr-223,92,0,780.8,0.1,0.0033,0.0011160645142642,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
311,Fr-223,93,0,784.93,0.05,0.0153,0.0064694358332083,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
312,Fr-223,94,0,787.6,0.2,0.003,0.0008485281374238,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
313,Fr-223,95,0,796.22,0.05,0.0105,0.0025806975801127,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
314,Fr-223,96,0,803.77,0.05,0.0591,0.0139986570784486,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
315,Fr-223,97,0,806.0,0.2,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
316,Fr-223,98,0,812.4,0.06,0.0207,0.0047853526515816,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
317,Fr-223,99,0,816.5,0.2,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
318,Fr-223,100,0,823.2,0.07,0.0078,0.0018009997223764,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
319,Fr-223,101,0,825.95,0.07,0.054,0.0161443488564884,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
320,Fr-223,102,0,833.9,0.2,0.0015,0.0004242640687119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
321,Fr-223,103,0,836.2,1.4,0.0084,0.002929573347776,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
322,Fr-223,104,0,842.19,0.1,0.0054,0.0012354756169184,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
323,Fr-223,105,0,846.86,0.1,0.006,0.0012,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
324,Fr-223,106,0,846.86,0.1,0.0513,0.0123643681601608,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
325,Fr-223,107,0,863.6,0.1,0.0036,0.0009372299611087,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
326,Fr-223,108,0,867.4,0.1,0.0018,0.0004686149805543,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
327,Fr-223,109,0,876.5,0.1,0.0408,0.0101284549660844,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
328,Fr-223,110,0,878.1,0.2,0.0036,0.0009372299611087,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
329,Fr-223,111,0,893.1,0.2,0.00279,0.0008193680491696,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
330,Fr-223,112,0,896.71,0.2,0.0153,0.0034078732370791,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
331,Fr-223,113,0,907.61,0.2,0.0141,0.003516020477756,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
332,Fr-223,114,0,926.5,0.3,0.0018,0.0004686149805543,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
333,Fr-223,115,0,941.2,0.3,0.0033,0.0008919641248391,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
334,Fr-223,116,0,13.686,,0.00657017504,0.0027127636239327,0.0,3/2(-),22.0,7,m,1320.0,A,0.006,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
335,Fr-223,117,0,14.92,,27.0875921018556,5.219733364592539,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
336,Fr-223,118,0,85.432,,1.6581391447476763,0.2306861991875841,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
337,Fr-223,119,0,88.471,,2.70849255920888,0.3766527299448712,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
338,Fr-223,120,0,100.119,,0.9502684958158468,0.1328406869934379,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
339,Fr-223,121,0,101.37,,1.2619565624434448,0.1763484364100675,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
340,Fr-223,122,0,102.948,,0.3116880666275978,0.0438300381792119,0.0,3/2(-),22.0,7,m,1320.0,B-,99.994,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
341,Th-227,1,0,6.5,0.3,0.0903,0.0269245241369276,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
342,Th-227,2,0,8.15,0.2,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
343,Th-227,3,0,20.25,0.05,0.23736,0.03279173066491,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
344,Th-227,4,0,20.94,0.05,0.00258,0.0064537508473755,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
345,Th-227,5,0,22.0,0.2,0.00903,0.009062769995978,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
346,Th-227,6,0,24.13,0.05,0.08772,0.0098768871614491,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
347,Th-227,7,0,27.41,0.09,0.02967,0.0057468687126121,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
348,Th-227,8,0,29.6,0.03,0.00516,0.0004400302553234,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
349,Th-227,9,0,29.86,0.01,0.07611,0.0121910828067075,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
350,Th-227,10,0,31.58,0.01,0.06837,0.011852902598098,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
351,Th-227,11,0,33.39,0.08,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
352,Th-227,12,0,40.2,0.03,0.01548,0.0040889240638583,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
353,Th-227,13,0,41.93,0.05,0.02838,0.0131250295237763,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
354,Th-227,14,0,43.77,0.05,0.21285,0.0222672966477747,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
355,Th-227,15,0,43.8,0.5,0.05547,0.0224342996324824,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
356,Th-227,16,0,44.22,0.12,0.05289,0.0136656540275246,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
357,Th-227,17,0,44.4,0.05,0.00387,0.0038840442839905,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
358,Th-227,18,0,44.4,0.05,0.0129,0.0090967521676695,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
359,Th-227,19,0,48.3,0.03,0.01419,0.0052999716980376,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
360,Th-227,20,0,49.82,0.05,0.4257,0.0973230702351708,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
361,Th-227,21,0,50.13,0.01,8.385,0.8130153750083696,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
362,Th-227,22,0,50.85,0.05,0.01548,0.0065836843788261,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
363,Th-227,23,0,54.19,0.04,0.00645,0.0014023551618616,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
364,Th-227,24,0,56.0,0.06,0.004902,0.000418,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
365,Th-227,25,0,56.42,0.14,0.00903,0.0077782067342029,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
366,Th-227,26,0,59.6,0.5,0.01032,0.0039687907478223,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
367,Th-227,27,0,61.441,0.02,0.0903,0.0128760397638404,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
368,Th-227,28,0,62.45,0.05,0.20253,0.031046624615246,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
369,Th-227,29,0,62.45,0.05,0.20253,0.031046624615246,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
370,Th-227,30,0,62.68,0.03,0.007224,0.0026525188029493,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
371,Th-227,31,0,64.35,0.1,0.0258,0.0044516176834943,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
372,Th-227,32,0,66.2,0.5,0.00645,0.0039088873097084,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
373,Th-227,33,0,66.4,0.5,0.00774,0.0039258756984907,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
374,Th-227,34,0,68.7,0.1,0.005934,0.000506,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
375,Th-227,35,0,68.74,0.03,0.05805,0.0114457371977518,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
376,Th-227,36,0,68.74,0.03,0.05805,0.0114457371977518,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
377,Th-227,37,0,69.8,0.3,0.01032,0.0039687907478223,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
378,Th-227,38,0,72.85,0.05,0.02451,0.0194625435131177,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
379,Th-227,39,0,73.63,0.05,0.01419,0.0052999716980376,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
380,Th-227,40,0,75.01,0.05,0.02709,0.0105753723338708,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
381,Th-227,41,0,77.4,0.4,0.01032,0.00088,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
382,Th-227,42,0,79.69,0.02,1.9479,0.1781837815290718,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
383,Th-227,43,0,89.6,0.4,0.00387,0.0013315404612703,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
384,Th-227,44,0,93.88,0.05,1.51059,0.132785837347211,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
385,Th-227,45,0,94.97,0.05,0.02451,0.0143430889281214,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
386,Th-227,46,0,94.97,0.05,0.02451,0.0143430889281214,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
387,Th-227,47,0,96.03,0.05,0.06966,0.014201887198538,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
388,Th-227,48,0,99.58,0.1,0.0258,0.0068148734397639,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
389,Th-227,49,0,99.6,0.2,0.0129,0.0011,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
390,Th-227,50,0,100.27,0.03,0.08385,0.017051477941809,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
391,Th-227,51,0,102.5,0.1,0.001161,9.9e-05,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
392,Th-227,52,0,107.76,0.07,0.00774,0.0026630809225406,0.0,(1/2+),18.697,7,d,1615420.8,A,100.0,,1-May-2001,E. BROWNE,2024-04-27,ENSDF
