Library index,Radionuclide,Radiation number,Priority number,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
269,Ra-223,8,0,323.871,0.01,3.6421,0.0256044156348079,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
270,Ra-223,9,0,328.38,0.03,0.202272,0.0020682601383771,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
271,Ra-223,10,0,338.282,0.01,2.60064,0.0181047442401156,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
272,Ra-223,11,0,342.87,0.04,0.17458,0.0043028706696808,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
273,Ra-223,12,0,371.676,0.015,0.434644,0.0037083225318194,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
274,Ra-223,13,0,445.033,0.012,1.218448,0.0085504142589701,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
275,Ra-223,14,0,14.088,,23.0,0.9,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
276,Ra-223,15,2,81.07,,15.42,0.17,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
277,Ra-223,16,1,83.789,,25.4,0.3,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
278,Ra-223,17,0,94.878,,8.82,0.15,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
279,Ra-223,18,0,96.054,,11.64,0.2,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
280,Ra-223,19,0,97.53,,2.82,0.07,0.0,3/2+,11.43,5,d,987552.0,A,100.0,,19-May-2021,Balraj Singh et al. and ,2024-04-27,ENSDF
281,Bi-215,1,0,271.1,0.1,4.031,0.4843727903175404,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
282,Bi-215,2,1,293.5,0.1,48.928,5.835860262206421,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
283,Bi-215,3,0,384.0,1.0,0.278,0.1426359001093343,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
284,Bi-215,4,0,401.6,1.0,0.973,0.1785077029150283,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
285,Bi-215,5,0,517.5,0.2,2.085,0.2773463538610162,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
286,Bi-215,6,0,542.7,2.5,0.417,0.1470544116985274,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
287,Bi-215,7,0,564.4,0.5,1.39,0.2119457477752266,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
288,Bi-215,8,0,609.0,0.5,1.39,0.2119457477752266,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
289,Bi-215,9,0,677.6,1.0,0.834,0.1689289791598824,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
290,Bi-215,10,0,776.9,0.1,1.668,0.3378579583197649,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
291,Bi-215,11,0,784.0,2.0,0.695,0.1603776792449622,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
292,Bi-215,12,0,806.5,2.2,0.834,0.1689289791598824,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
293,Bi-215,13,0,836.3,1.0,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
294,Bi-215,14,0,905.0,2.0,0.417,0.1470544116985274,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
295,Bi-215,15,0,1023.1,1.2,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
296,Bi-215,16,0,1104.5,0.5,3.058,0.3784507894033251,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
297,Bi-215,17,0,1127.7,0.7,0.973,0.1785077029150283,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
298,Bi-215,18,0,1294.5,0.3,1.251,0.2001424492705133,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
299,Bi-215,19,0,1399.2,0.4,1.668,0.2370337528707673,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
300,Bi-215,20,0,13.292,,8.8158743977993,0.9263671575231354,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
301,Bi-215,21,3,76.862,,6.237255001882334,0.7282883438478007,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
302,Bi-215,22,2,79.29,,10.38676936200222,1.212032097959306,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
303,Bi-215,23,0,89.837,,3.575877094290957,0.4205246456193722,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
304,Bi-215,24,0,90.941,,4.687974870615444,0.5510178122265381,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
305,Bi-215,25,0,92.315,,1.1120977763244877,0.1319996538506972,0.0,(9/2-),7.6,2,m,456.0,B-,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
306,Pb-211,1,1,404.853,0.01,3.78263,0.0608725102160244,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
307,Pb-211,2,3,427.088,0.01,1.75576,0.0415188451188132,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
308,Pb-211,3,0,704.64,0.03,0.462178,0.0110532994169162,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
309,Pb-211,4,0,766.51,0.03,0.617098,0.0163599702933715,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
310,Pb-211,5,2,832.01,0.03,3.52443,0.0597368437398562,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
311,Pb-211,6,0,1109.48,0.05,0.114899,0.0039948178932211,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
312,Pb-211,7,0,12.904,,0.4928582033163666,0.0259300941320539,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
313,Pb-211,8,0,74.815,,0.2235260956987074,0.0097869966554376,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
314,Pb-211,9,0,77.108,,0.3739770716056675,0.0162995435888418,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
315,Pb-211,10,0,87.388,,0.1281017510300344,0.0058925205792215,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
316,Pb-211,11,0,88.458,,0.1673008868452249,0.0076689307281142,0.0,9/2+,36.1,2,m,2166.0,B-,100.0,,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27,ENSDF
317,Bi-211,1,1,351.07,0.05,13.02,0.12,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
318,Bi-211,2,0,12.148,,0.93360162588,0.0406807601917306,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
319,Bi-211,3,3,70.832,,0.7250530205260423,0.0131963195828357,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
320,Bi-211,4,2,72.874,,1.2239247476806925,0.0216689430901196,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
321,Bi-211,5,0,82.629,,0.4162427461783081,0.0096220624915988,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
322,Bi-211,6,0,83.631,,0.5398668417932656,0.0123050531542364,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
323,Bi-211,7,0,84.866,,0.1236240956149575,0.00353527937904,0.0,9/2-,2.14,2,m,128.4,A,99.724,0.004,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
324,Tl-207,1,1,897.77,0.12,0.263,0.009,0.0,1/2+,4.77,3,m,286.2,B-,100.0,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
325,Po-211,1,2,569.65,0.1,0.535,0.02,0.0,9/2+,0.516,3,s,0.516,A,100.0,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
326,Po-211,2,1,897.8,0.1,0.55105,0.0232131428290096,0.0,9/2+,0.516,3,s,0.516,A,100.0,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27,ENSDF
327,Rn-219,1,0,130.6,0.03,0.1296,0.0866994809673045,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
328,Rn-219,2,1,271.23,0.01,10.8,0.6376958522681483,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
329,Rn-219,3,2,401.81,0.01,6.588,0.4249847056071547,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
330,Rn-219,4,0,13.292,,1.015808439460464,0.1142220607747398,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
331,Rn-219,5,0,76.862,,0.547529805787232,0.086815290378514,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
332,Rn-219,6,3,79.29,,0.9117898514358568,0.1445218311217387,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
333,Rn-219,7,0,89.837,,0.3139039994942113,0.0499656335143625,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
334,Rn-219,8,0,90.941,,0.411528143336911,0.065486139730679,0.0,5/2+,3.96,1,s,3.96,A,100.0,,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27,ENSDF
335,Th-232,1,1,63.81,0.01,0.263,0.013,0.0,0+,14000000000.0,1,Y,4.41796963644288e+17,A,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
336,Th-232,2,0,14.92,,7.139185247404,0.4525909722248524,0.0,0+,14000000000.0,1,Y,4.41796963644288e+17,A,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
337,Ra-228,1,0,12.75,0.05,0.304,0.0640000072199996,0.0,0+,5.75,3,Y,181452324.353904,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
338,Ra-228,2,0,13.52,0.02,1.6,0.00016,0.0,0+,5.75,3,Y,181452324.353904,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
339,Ra-228,3,0,15.5,0.2,0.16,0.0320000039999997,0.0,0+,5.75,3,Y,181452324.353904,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
340,Ra-228,4,0,16.2,0.1,0.72,0.0800000323999934,0.0,0+,5.75,3,Y,181452324.353904,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
341,Ra-228,5,0,15.349,,1.042608,,0.0,0+,5.75,3,Y,181452324.353904,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
342,Ac-228,1,0,57.766,0.005,0.47,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
343,Ac-228,2,0,99.509,0.006,1.26,0.07,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
344,Ac-228,3,0,129.065,0.001,2.42,0.09,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
345,Ac-228,4,0,145.849,0.01,0.158,0.008,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
346,Ac-228,5,0,153.977,0.01,0.722,0.021,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
347,Ac-228,6,0,191.353,0.01,0.123,0.008,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
348,Ac-228,7,0,199.407,0.01,0.315,0.005,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
349,Ac-228,8,0,204.026,0.01,0.112,0.015,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
350,Ac-228,9,0,209.253,0.006,3.89,0.07,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
351,Ac-228,10,0,214.85,0.05,0.76,0.11,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
352,Ac-228,11,0,270.245,0.002,3.46,0.06,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
353,Ac-228,12,0,278.95,0.05,0.16,0.021,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
354,Ac-228,13,0,321.646,0.008,0.226,0.011,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
355,Ac-228,14,0,327.44,,0.12,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
356,Ac-228,15,0,328.0,0.006,2.95,0.12,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
357,Ac-228,16,0,332.37,0.004,0.4,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
358,Ac-228,17,3,338.32,0.003,11.27,0.19,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
359,Ac-228,18,0,340.96,0.05,0.369,0.021,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
360,Ac-228,19,0,409.462,0.006,1.92,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
361,Ac-228,20,0,440.44,0.05,0.121,0.008,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
362,Ac-228,21,0,463.004,0.006,4.4,0.07,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
363,Ac-228,22,0,478.33,0.05,0.209,0.015,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
364,Ac-228,23,0,503.823,0.013,0.182,0.012,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
365,Ac-228,24,0,508.959,0.017,0.45,0.05,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
366,Ac-228,25,0,523.131,0.016,0.103,0.008,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
367,Ac-228,26,0,546.47,0.05,0.201,0.013,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
368,Ac-228,27,0,562.5,0.004,0.87,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
369,Ac-228,28,0,570.91,0.1,0.182,0.024,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
370,Ac-228,29,0,572.14,0.08,0.15,0.016,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
371,Ac-228,30,0,583.41,0.05,0.111,0.01,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
372,Ac-228,31,0,674.16,,0.109,,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
373,Ac-228,32,0,674.75,,2.1,0.7,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
374,Ac-228,33,0,701.747,0.014,0.173,0.01,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
375,Ac-228,34,0,707.41,0.05,0.155,0.015,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
376,Ac-228,35,0,726.863,0.015,0.62,0.08,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
377,Ac-228,36,0,755.315,0.004,1.0,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
378,Ac-228,37,0,772.291,0.005,1.49,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
379,Ac-228,38,0,782.142,0.005,0.485,0.019,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
380,Ac-228,39,0,794.947,0.005,4.25,0.07,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
381,Ac-228,40,0,830.486,0.008,0.54,0.021,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
382,Ac-228,41,0,835.71,0.006,1.61,0.06,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
383,Ac-228,42,0,840.377,0.007,0.91,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
384,Ac-228,43,0,904.2,0.04,0.77,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
385,Ac-228,44,1,911.204,0.004,25.8,0.4,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
386,Ac-228,45,0,947.982,0.011,0.106,0.008,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
387,Ac-228,46,0,958.61,0.04,0.28,0.04,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
388,Ac-228,47,0,964.766,0.01,4.99,0.09,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
389,Ac-228,48,2,968.971,0.017,15.8,0.3,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
390,Ac-228,49,0,1033.248,0.009,0.201,0.013,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
391,Ac-228,50,0,1065.18,0.04,0.132,0.01,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
392,Ac-228,51,0,1095.679,0.02,0.129,0.01,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
393,Ac-228,52,0,1110.61,0.01,0.285,0.023,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
394,Ac-228,53,0,1153.52,0.04,0.139,0.01,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
395,Ac-228,54,0,1247.08,0.04,0.5,0.03,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
396,Ac-228,55,0,1459.138,0.015,0.83,0.08,0.0,3+,6.15,2,h,22140.0,B-,100.0,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27,ENSDF
