Library index,Radionuclide,Radiation number,Priority number,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
118,U-233,32,0,320.547,0.001,0.00278,0.00014,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
119,U-233,33,0,15.784,,5.2,1.1,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
120,U-233,34,0,89.954,,0.00606,0.00017,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
121,U-233,35,3,93.347,,0.0098,0.0003,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
122,U-233,36,0,105.566,,0.00349,0.00011,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
123,U-233,37,0,106.894,,0.00466,0.00014,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
124,U-233,38,0,108.58,,0.00117,4e-05,0.0,5/2+,159190.0,15.0,Y,5023547045895.301,A,100.0,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27,ENSDF
125,Th-229,1,0,11.1,0.1,12.312,2.058865707130992,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
126,Th-229,2,0,17.36,0.03,0.18468,0.0923743795648988,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
127,Th-229,3,0,19.08,0.2,0.22572,0.0309337162332623,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
128,Th-229,4,0,21.58,0.02,0.007182,0.0102604680205144,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
129,Th-229,5,0,23.6,,0.0012312,0.0001039663407069,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
130,Th-229,6,0,25.39,0.02,0.008208,0.0041055279806621,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
131,Th-229,7,0,27.5,0.02,0.034884,0.0174484939178142,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
132,Th-229,8,0,28.68,0.1,0.1026,0.0308118224063426,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
133,Th-229,9,0,29.9,0.1,0.002052,2.80007519013e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
134,Th-229,10,0,29.9,0.1,0.11286,0.0205777063833654,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
135,Th-229,11,0,31.1,0.05,0.84132,0.082878928564503,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
136,Th-229,12,0,31.5,0.05,1.19016,0.0441363704896539,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
137,Th-229,13,0,31.57,0.09,0.067716,0.0103015229941984,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
138,Th-229,14,0,33.04,0.2,0.01026,0.0001403754522699,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
139,Th-229,15,0,34.02,0.2,0.01026,0.0001403754522699,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
140,Th-229,16,0,37.8,0.1,0.0032832,0.0016422111922648,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
141,Th-229,17,0,42.3,0.1,0.08208,0.0082840608399504,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
142,Th-229,18,0,42.82,0.05,0.16416,0.0105016760567063,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
143,Th-229,19,0,43.99,0.01,0.65664,0.0320576044020759,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
144,Th-229,20,0,46.52,0.04,0.02052,0.0020710152099876,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
145,Th-229,21,0,46.52,0.04,0.02052,0.0020710152099876,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
146,Th-229,22,0,49.75,0.08,0.021546,0.0020729544133916,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
147,Th-229,23,0,50.99,0.04,0.017442,0.0041108952796197,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
148,Th-229,24,0,53.75,0.2,0.011286,0.0030818500936937,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
149,Th-229,25,0,55.11,0.03,0.0026676,0.0004120110678125,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
150,Th-229,26,0,56.518,0.005,0.28728,0.0208910698625034,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
151,Th-229,27,0,59.33,0.1,0.012312,0.0020588657071309,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
152,Th-229,28,0,63.7,0.2,0.00513,0.0020531936099647,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
153,Th-229,29,0,64.96,0.1,0.08721,0.0113485636095498,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
154,Th-229,30,0,65.91,0.1,0.161082,0.0175799478952583,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
155,Th-229,31,0,68.09,0.04,0.068742,0.0103027881663169,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
156,Th-229,32,0,68.8,1.0,0.09234,0.0012633790704297,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
157,Th-229,33,0,68.8,0.1,0.04104,0.0005615018090798,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
158,Th-229,34,0,68.83,0.03,0.136458,0.0134673415342449,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
159,Th-229,35,0,72.739,0.01,0.14364,0.0206133937040944,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
160,Th-229,36,0,75.1,0.1,0.60534,0.13363551923048,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
161,Th-229,37,0,75.19,0.1,0.002052,0.0010263819951655,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
162,Th-229,38,0,76.67,0.2,0.03591,0.0082226129666913,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
163,Th-229,39,0,77.63,0.05,0.045144,0.0061867432466524,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
164,Th-229,40,0,78.3,0.2,0.008208,0.0020550542571912,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
165,Th-229,41,0,86.25,0.04,1.3338,0.1042017274328981,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
166,Th-229,42,0,86.4,0.05,2.565,0.1084055349140439,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
167,Th-229,43,0,88.43,0.08,0.026676,0.0061667521435517,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
168,Th-229,44,0,89.09,0.2,0.14364,0.0019652563317796,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
169,Th-229,45,0,89.09,0.2,0.01026,0.0001403754522699,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
170,Th-229,46,0,89.09,0.2,0.00513,7.00018797533e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
171,Th-229,47,0,94.7,0.1,0.027702,0.0102669607966525,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
172,Th-229,48,0,94.73,0.02,0.26676,0.0208403454865796,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
173,Th-229,49,0,94.92,0.08,0.013338,0.0030833760717758,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
174,Th-229,50,0,97.01,0.12,0.011286,0.0030818500936937,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
175,Th-229,51,0,98.86,0.1,0.120042,0.0154769229499923,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
176,Th-229,52,0,101.1,0.2,0.018468,0.0030882985606964,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
177,Th-229,53,0,101.58,0.1,0.049248,0.0072133700861663,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
178,Th-229,54,0,101.58,0.1,0.049248,0.0072133700861663,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
179,Th-229,55,0,102.54,0.02,0.160056,0.0196159601345435,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
180,Th-229,56,0,104.6,0.2,0.009234,0.0030805778678683,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
181,Th-229,57,0,107.108,0.008,0.81054,0.0425041786181076,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
182,Th-229,58,0,109.2,,0.044118,0.0082300466584339,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
183,Th-229,59,0,110.3,0.5,0.009234,0.0020558647815457,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
184,Th-229,60,0,110.332,0.008,0.124146,0.0124279917927233,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
185,Th-229,61,0,114.75,0.1,0.0150822,0.0022665624809389,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
186,Th-229,62,0,115.85,0.1,0.01026,0.0001400037595066,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
187,Th-229,63,0,115.85,0.1,0.01026,0.0001400037595066,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
188,Th-229,64,0,118.1,0.1,0.013338,0.0041080335928519,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
189,Th-229,65,0,118.1,0.1,0.007182,0.0030795597087895,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
190,Th-229,66,0,119.98,0.02,0.0513,0.0205319360996473,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
191,Th-229,67,0,123.193,0.013,0.150822,0.0074710433006374,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
192,Th-229,68,0,124.55,0.05,0.68742,0.0622705227214289,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
193,Th-229,69,0,124.65,0.05,0.73872,0.0623798044241884,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
194,Th-229,70,0,126.48,0.1,0.009234,0.0041059337549453,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
195,Th-229,71,0,126.48,0.1,0.014364,0.0041086776461533,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
196,Th-229,72,0,129.04,0.03,0.016416,0.0102624449328607,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
197,Th-229,73,0,131.926,0.005,0.335502,0.0131355787082259,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
198,Th-229,74,0,134.19,0.1,0.006156,0.0030791459854966,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
199,Th-229,75,0,134.19,0.1,0.0094392,0.0015443802770043,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
200,Th-229,76,0,134.19,0.1,0.0014364,0.0007184673966158,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
201,Th-229,77,0,136.99,0.004,1.1799,0.0347364131711954,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
202,Th-229,78,0,137.0,0.1,0.04104,0.0102752712859563,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
203,Th-229,79,0,139.8,0.1,0.004617,0.0010279323907728,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
204,Th-229,80,0,142.0,0.1,0.011286,0.0030818500936937,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
205,Th-229,81,0,142.962,0.005,0.404244,0.0134911674809854,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
206,Th-229,82,0,146.8,,0.016416,0.0082110559613243,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
207,Th-229,83,0,147.64,0.05,0.2052,0.020710152099876,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
208,Th-229,84,0,148.15,0.04,0.88236,0.0627263517191937,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
209,Th-229,85,0,150.04,0.03,0.06156,0.0008399999999999,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
210,Th-229,86,0,151.6,0.3,0.02565,0.0003500093987666,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
211,Th-229,87,0,151.6,0.3,0.02565,0.0003500093987666,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
212,Th-229,88,0,154.336,0.01,0.7695,0.0230503882830636,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
213,Th-229,89,0,156.409,0.009,1.19016,0.0348015229551811,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
214,Th-229,90,0,158.42,0.12,0.048222,0.0051720270687613,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
215,Th-229,91,0,163.34,0.17,0.02052,0.0071874560172567,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
216,Th-229,92,0,166.976,0.007,0.2052,0.0106352056867744,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
217,Th-229,93,0,167.45,0.05,0.0513,0.0102838514186077,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
218,Th-229,94,0,169.2,0.3,0.0029754,0.0014369736671212,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
219,Th-229,95,0,169.2,0.3,0.001026,0.0005131909975827,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
220,Th-229,96,0,169.2,0.3,0.0040014,0.0014374373447215,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
221,Th-229,97,0,171.5,0.2,0.18468,0.0513618574430481,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
222,Th-229,98,0,171.76,0.05,0.040014,0.0041401608664398,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
223,Th-229,99,0,172.926,0.018,0.11286,0.0103749313250739,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
224,Th-229,100,0,174.05,0.11,0.0070794,0.0018493246875548,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
225,Th-229,101,0,174.05,0.11,0.006669,0.0018490406269198,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
226,Th-229,102,0,174.05,0.11,0.002052,2.8e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
227,Th-229,103,0,174.7,0.2,0.03078,0.0031065228149814,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
228,Th-229,104,0,179.757,0.007,0.196992,0.0156229780771784,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
229,Th-229,105,0,182.12,0.1,0.0055404,0.0011311292233869,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
230,Th-229,106,0,183.0,0.1,0.0070794,0.0012349838055618,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
231,Th-229,107,0,183.928,0.008,0.141588,0.0074373212919706,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
