Library index,Radionuclide,Radiation number,Priority number,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
232,Th-229,108,0,185.6,0.1,0.002052,2.8e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
233,Th-229,109,0,185.6,,0.002052,2.8e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
234,Th-229,110,0,186.1,0.1,0.013338,0.0051332274447953,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
235,Th-229,111,0,189.25,0.06,0.0103626,0.0021592348459581,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
236,Th-229,112,0,190.63,0.2,0.0100548,0.002056581590893,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
237,Th-229,113,0,193.52,0.05,4.4118,0.0602,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
238,Th-229,114,0,194.3,0.3,0.03078,0.0205242977955398,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
239,Th-229,115,0,200.807,0.016,0.068742,0.0032177520103326,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
240,Th-229,116,0,204.69,0.005,0.59508,0.031833045722959,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
241,Th-229,117,0,210.15,0.08,0.19494,0.0411261133587894,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
242,Th-229,118,0,210.853,0.003,2.7702,0.3101123667318025,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
243,Th-229,119,0,211.47,0.1,0.045144,0.0123274003747748,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
244,Th-229,120,0,213.48,0.05,0.008721,0.0016459075186656,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
245,Th-229,121,0,215.1,0.01,0.137484,0.0104300995201388,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
246,Th-229,122,0,216.0,0.1,0.053352,0.0061988966760222,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
247,Th-229,123,0,217.41,0.1,0.0064638,0.0011320411653292,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
248,Th-229,124,0,218.154,0.017,0.18468,0.0206741577821201,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
249,Th-229,125,0,219.8,0.1,0.0033858,0.0008220991910955,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
250,Th-229,126,0,221.22,0.05,0.022572,0.0061637001873874,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
251,Th-229,127,0,225.26,0.1,0.003078,0.0010268592892894,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
252,Th-229,128,0,225.26,0.1,0.062586,0.0062149539016794,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
253,Th-229,129,0,236.249,0.008,0.17442,0.0095357829253816,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
254,Th-229,130,0,242.6,0.2,0.083106,0.0082859652425049,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
255,Th-229,131,0,244.4,0.1,0.0013338,0.0003083376071775,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
256,Th-229,132,0,252.43,0.03,0.095418,0.0123806521637593,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
257,Th-229,133,0,259.08,0.04,0.033858,0.0051507614970992,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
258,Th-229,134,0,276.85,0.1,0.0042066,0.0010276043791265,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
259,Th-229,135,0,278.65,0.05,0.0067716,0.0008259845034865,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
260,Th-229,136,0,281.27,0.1,0.007182,0.0010306696852047,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
261,Th-229,137,0,282.6,0.1,0.0037962,0.0007200656081219,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
262,Th-229,138,0,289.62,0.05,0.0149796,0.0017561358147933,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
263,Th-229,139,0,293.78,0.1,0.0065664,0.0008256759654973,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
264,Th-229,140,0,296.21,0.1,0.0165186,0.0017587037271809,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
265,Th-229,141,0,298.72,0.12,0.0069768,0.0008263024143738,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
266,Th-229,142,0,303.75,0.1,0.0017442,0.0003087187717,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
267,Th-229,143,0,307.3,0.1,0.006156,0.0030791459854966,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
268,Th-229,144,0,310.1,0.1,0.002052,0.0003090709303703,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
269,Th-229,145,0,327.9,0.1,0.016416,0.0030861399838633,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
270,Th-229,146,0,327.9,0.1,0.003078,4.2e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
271,Th-229,147,0,328.2,0.1,0.002052,0.0008212774439858,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
272,Th-229,148,0,336.7,0.1,0.008208,0.0001518906185384,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
273,Th-229,149,0,358.0,0.1,0.006156,0.0010294328535654,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
274,Th-229,150,0,368.1,0.1,0.0019494,0.0003089472446875,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
275,Th-229,151,0,368.9,0.1,0.0019494,0.0003089472446875,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
276,Th-229,152,0,377.4,0.1,0.0028728,0.0003102861260191,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
277,Th-229,153,0,379.4,0.1,0.0013338,0.0002060055339062,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
278,Th-229,154,0,403.3,0.1,0.0018468,0.0002067415778212,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
279,Th-229,155,0,408.5,0.1,0.001026,0.0001035507604993,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
280,Th-229,156,0,417.4,0.1,0.0014364,0.0002061339370409,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
281,Th-229,157,0,424.8,0.1,0.0032832,0.0003110432124319,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
282,Th-229,158,0,435.3,0.1,0.0031806,0.0004126884054586,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
283,Th-229,159,0,452.6,0.1,0.0017442,0.0002065756035934,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
284,Th-229,160,0,454.76,0.1,0.0104652,0.0011375982594923,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
285,Th-229,161,0,455.85,0.1,0.0116964,0.0014452394680467,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
286,Th-229,162,0,459.1,0.3,0.001026,1.40003759506e-05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
287,Th-229,163,0,478.0,0.1,0.0036936,0.0004134831556424,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
288,Th-229,164,0,478.0,0.1,0.0036936,0.0004134831556424,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
289,Th-229,165,0,483.7,0.1,0.0018468,0.0002067415778212,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
290,Th-229,166,0,492.9,0.1,0.00151848,0.0001654624549557,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
291,Th-229,167,0,535.1,0.1,0.0013338,0.0002060055339062,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
292,Th-229,168,0,561.8,0.1,0.0019494,0.0002069168915289,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
293,Th-229,169,0,573.0,0.1,0.0027702,0.0003101123667318,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
294,Th-229,170,0,10.622,,1.13,0.2,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
295,Th-229,171,0,12.195,,2.0,0.4,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
296,Th-229,172,0,12.338,,2.0,0.4,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
297,Th-229,173,0,13.033,,26.0,5.0,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
298,Th-229,174,0,13.661,,0.58,0.11,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
299,Th-229,175,0,14.235,,18.0,3.0,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
300,Th-229,176,0,14.746,,1.26,0.05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
301,Th-229,177,0,14.824,,0.29,0.06,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
302,Th-229,178,0,14.92,,80.0,11.0,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
303,Th-229,179,0,15.196,,4.2,0.7,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
304,Th-229,180,0,15.234,,21.0,4.0,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
305,Th-229,181,0,15.374,,0.07,0.013,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
306,Th-229,182,0,15.409,,0.73,0.13,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
307,Th-229,183,0,15.444,,1.22,0.05,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
308,Th-229,184,0,16.072,,27.0,5.0,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
309,Th-229,185,0,16.982,,3.39,0.13,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
310,Th-229,186,0,17.274,,0.16,0.03,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
311,Th-229,187,0,17.846,,4.7,0.9,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
312,Th-229,188,0,18.177,,0.343,0.013,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
313,Th-229,189,0,18.235,,4.7,0.9,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
314,Th-229,190,0,18.353,,0.375,0.014,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
315,Th-229,191,0,18.411,,0.85,0.16,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
316,Th-229,192,0,18.448,,0.008,0.003,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
317,Th-229,193,0,19.056,,0.163,0.006,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
318,Th-229,194,0,19.215,,0.0295,0.0011,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
319,Th-229,195,2,85.432,,15.0,0.4,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
320,Th-229,196,1,88.471,,24.4,0.6,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
321,Th-229,197,0,100.119,,8.6,0.2,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
322,Th-229,198,3,101.37,,11.4,0.3,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
323,Th-229,199,0,102.948,,2.81,0.09,0.0,5/2+,7880.0,120.0,Y,248668576679.78497,A,100.0,,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27,ENSDF
324,Ra-225,1,0,40.09,0.05,30.0,0.7,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
325,Ra-225,2,0,10.869,,0.221501221056,0.0072803514611713,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
326,Ra-225,3,0,12.5,,0.383636123856,0.0127663977284384,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
327,Ra-225,4,0,12.651,,0.383636123856,0.0127663977284384,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
328,Ra-225,5,0,13.368,,4.98876624,0.1576921957384293,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
329,Ra-225,6,0,14.081,,0.10642889376,0.0035987141180509,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
330,Ra-225,7,0,14.6,,3.363426199008,0.1119044689035108,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
331,Ra-225,8,0,15.189,,0.425161632,0.0157095069518467,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
332,Ra-225,9,0,15.212,,0.056871935136,0.0053027805575758,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
333,Ra-225,10,0,15.349,,15.312,4.233138433644711,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
334,Ra-225,11,0,15.6,,0.80069698152,0.026538433641987,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
335,Ra-225,12,0,15.712,,3.7545748632,0.1316688890105916,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
336,Ra-225,13,0,15.789,,0.013968545472,0.0006662085425545,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
337,Ra-225,14,0,15.829,,0.146669727456,0.0048717340793293,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
338,Ra-225,15,0,15.929,,0.400912008,0.015273273434626,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
339,Ra-225,16,0,16.58,,4.9272636,0.1602388734697915,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
340,Ra-225,17,0,17.508,,1.13316,0.0400890253331257,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
341,Ra-225,18,0,17.812,,0.02907085524,0.001066104174774,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
342,Ra-225,19,0,18.406,,0.8647347618,0.0294873361909593,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
343,Ra-225,20,0,18.734,,0.115808952,0.0042509136423972,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
344,Ra-225,21,0,18.812,,0.8647347618,0.0294873361909593,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
345,Ra-225,22,0,18.922,,0.1246476,0.0045530565565053,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
346,Ra-225,23,0,18.998,,0.1625996988,0.0054906027135665,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
347,Ra-225,24,0,19.041,,0.00147817908,0.0004950658042424,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
348,Ra-225,25,0,19.654,,0.055751472,0.002052144230749,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
349,Ra-225,26,0,19.825,,0.010651704,0.0003935054236333,0.0,1/2+,14.9,2.0,d,1287360.0,B-,100.0,,25-OCT-2019,BALRAJ SINGH,2024-04-27,ENSDF
350,Rn-221,1,0,38.53,0.03,0.01027,0.00019,0.0,7/2+,25.0,2.0,m,1500.0,B-,78.0,1.0,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27,ENSDF
351,Rn-221,2,0,46.2,,0.0335,0.0006,0.0,7/2+,25.0,2.0,m,1500.0,B-,78.0,1.0,15-Jan-2007,Ashok Jain and  Sukhjeet Singh and  Suresh Kumar and  Jagdish Tuli,2024-04-27,ENSDF
