Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
120,Fr-221,4,0,5812.5,2.5,0.0039998,0.0019999000016,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
121,Fr-221,5,0,5924.5,2.5,0.039998,0.0099995000320016,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
122,Fr-221,6,0,5938.0,2.0,0.1699915,0.0199990002890144,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
123,Fr-221,7,0,5965.0,2.5,0.099995,0.019999000100005,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
124,Fr-221,8,0,5979.0,2.0,0.479976,0.0299985015360767,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
125,Fr-221,9,0,6036.0,3.0,0.00299985,0.0019999000009,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
126,Fr-221,10,0,6075.0,2.0,0.139993,0.0199990001960097,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
127,Fr-221,11,0,6126.3,1.5,15.099245,0.1999902280212711,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
128,Fr-221,12,0,6241.8,2.0,1.359932,0.0599970061656413,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
129,Fr-221,13,1,6341.0,1.3,83.295835,0.6999669826363241,0,5/2-,4.9,2,m,294.0,A,100.0,,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27,ENSDF
130,Bi-213,1,0,5558.0,4.0,0.18083,0.0025010679718872,0,9/2-,45.59,6,m,2735.4,A,2.14,0.01,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27,ENSDF
131,Bi-213,2,1,5875.0,4.0,1.95917,0.0094527954066508,0,9/2-,45.59,6,m,2735.4,A,2.14,0.01,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27,ENSDF
132,Po-213,1,0,7614.0,10.0,0.0045,0.0004,0,9/2+,3.706,1,us,3.706e-06,A,100.0,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27,ENSDF
133,Po-213,2,1,8376.0,3.0,100.0,,0,9/2+,3.706,1,us,3.706e-06,A,100.0,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27,ENSDF
134,Bi-209,1,0,2877.0,,1.2,0.3,0,9/2-,2.01e+19,8,Y,6.342942120892992e+26,A,100.0,,20-Apr-2020,F.G. KONDEV,2024-04-27,ENSDF
135,Bi-209,2,1,3077.0,2.2,98.8,0.3,0,9/2-,2.01e+19,8,Y,6.342942120892992e+26,A,100.0,,20-Apr-2020,F.G. KONDEV,2024-04-27,ENSDF
136,At-217,1,0,6037.0,,0.00199986,6e-08,0,9/2-,32.6,3,ms,0.0326,A,99.993,0.003,1-Jan-2022,M. S. Basunia,2024-04-27,ENSDF
137,At-217,2,0,6322.0,1.6,0.00499965,0.0009999300112507,0,9/2-,32.6,3,ms,0.0326,A,99.993,0.003,1-Jan-2022,M. S. Basunia,2024-04-27,ENSDF
138,At-217,3,0,6484.7,1.6,0.02099853,0.0019998600992319,0,9/2-,32.6,3,ms,0.0326,A,99.993,0.003,1-Jan-2022,M. S. Basunia,2024-04-27,ENSDF
139,At-217,4,0,6813.8,1.6,0.03799734,0.0029997902166151,0,9/2-,32.6,3,ms,0.0326,A,99.993,0.003,1-Jan-2022,M. S. Basunia,2024-04-27,ENSDF
140,At-217,5,1,7066.9,1.6,99.893007,0.1000379031067724,0,9/2-,32.6,3,ms,0.0326,A,99.993,0.003,1-Jan-2022,M. S. Basunia,2024-04-27,ENSDF
