Library index,Radionuclide,Radiation number,Key radiation Boolean,Radiation energy (keV),Uncertainty of radiation energy (keV),Emission probability (%),Uncertainty of emission probability (%),Parent energy level,Angular momentum and parity,Half-life,Uncertainty of half-life,Half-life unit,Half-life (s),Decay mode,Branching fraction (%),Uncertainty of branching fraction (%),Literature cutoff date,Literature authors,Database access date,Database
128,Ra-226,3,0,14.088,,0.782875307941856,,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
129,Ra-226,4,0,81.07,,0.1926117767006508,0.00341180044589,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
130,Ra-226,5,0,83.789,,0.317736352195069,0.0054735109231855,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
131,Ra-226,6,0,94.878,,0.1101888005570304,0.0024778131889653,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
132,Ra-226,7,0,96.054,,0.1454492167352801,0.0032239768783984,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
133,Ra-226,8,0,97.53,,0.0352604161782497,0.0009655206128429,0.0,0+,1600.0,7,Y,50491081559.3472,A,100.0,,25-Sep-2023,Balraj Singh and  M.S. Basunia and  Jun Chen et al. and ,2024-04-27,ENSDF
134,Rn-222,1,1,510.0,2.0,0.076,0.001,0.0,0+,3.8222,9,d,330238.08,A,100.0,,30-Oct-2019,Balraj Singh and  M.S. Basunia and  Murray Martin et al. and ,2024-04-27,ENSDF
135,Pb-214,1,0,53.2256,0.0016,1.073529,0.0109599429670048,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
136,Pb-214,2,0,107.22,0.09,0.0068175,0.0013637978222595,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
137,Pb-214,3,0,137.5,0.3,0.05454,0.0136369061373905,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
138,Pb-214,4,0,141.3,0.6,0.02727,0.0136354765593286,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
139,Pb-214,5,0,170.07,0.06,0.014544,0.0027276777009023,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
140,Pb-214,6,0,196.2,0.05,0.068175,0.0090944667243329,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
141,Pb-214,7,0,205.68,0.09,0.0113625,0.0013643271235301,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
142,Pb-214,8,0,216.47,0.07,0.009999,0.0022728843987321,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
143,Pb-214,9,0,241.995,0.004,7.26291,0.0379246182446178,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
144,Pb-214,10,0,258.86,0.04,0.5313105,0.0046546187233757,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
145,Pb-214,11,0,274.8,0.05,0.3358755,0.0083006179173601,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
146,Pb-214,12,0,295.224,0.002,18.47088,0.1124952743718597,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
147,Pb-214,13,0,305.26,0.03,0.031815,0.0022763886421259,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
148,Pb-214,14,0,314.32,0.07,0.074538,0.009095339166848,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
149,Pb-214,15,0,323.83,0.04,0.0286335,0.0036379697758502,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
150,Pb-214,16,1,351.932,0.0021,35.7237,0.2352736185805795,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
151,Pb-214,17,0,462.01,0.07,0.2122515,0.0064245677123056,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
152,Pb-214,18,0,470.6,0.8,0.010908,0.0027273812274781,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
153,Pb-214,19,0,480.43,0.02,0.3367845,0.0047580676130126,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
154,Pb-214,20,0,487.11,0.07,0.432684,0.0057461181192175,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
155,Pb-214,21,0,511.0,0.09,0.0149985,0.0040909805108311,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
156,Pb-214,22,0,533.66,0.02,0.1804365,0.0091212427053554,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
157,Pb-214,23,0,538.43,0.08,0.019089,0.0027281673409085,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
158,Pb-214,24,0,543.82,0.07,0.049995,0.0090924023778097,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
159,Pb-214,25,0,580.13,0.03,0.3685995,0.0056674940502836,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
160,Pb-214,26,0,766.0,0.2,0.05454,0.0090928589563459,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
161,Pb-214,27,0,785.96,0.09,1.058985,0.0773917214823394,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
162,Pb-214,28,0,839.06,0.09,0.580851,0.0107318133365242,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
163,Pb-214,29,0,12.904,,11.137483074964427,0.5069241425257713,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
164,Pb-214,30,0,74.815,,5.2212476874370175,0.1699126865993954,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
165,Pb-214,31,0,77.108,,8.735565814684653,0.2819196279505763,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
166,Pb-214,32,0,87.388,,2.992272420056713,0.106122902763608,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
167,Pb-214,33,0,88.458,,3.9079077805940674,0.1377866122235664,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
168,Pb-214,34,0,89.784,,0.9156353605373544,0.0357544065590335,0.0,0+,27.06,7,m,1623.6,B-,100.0,,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
169,Bi-214,1,0,221.5,0.2,0.0027,0.0009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
170,Bi-214,2,0,230.0,1.0,0.0029,0.001,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
171,Bi-214,3,0,252.79,0.06,0.0123,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
172,Bi-214,4,0,268.6,0.06,0.0159,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
173,Bi-214,5,0,273.79,0.05,0.127,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
174,Bi-214,6,0,280.97,0.05,0.064,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
175,Bi-214,7,0,282.0,0.4,0.01,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
176,Bi-214,8,0,286.9,0.6,0.0027,0.0005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
177,Bi-214,9,0,304.0,0.04,0.0259,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
178,Bi-214,10,0,304.43,0.12,0.034,0.011,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
179,Bi-214,11,0,333.37,0.08,0.064,0.005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
180,Bi-214,12,0,334.8,0.08,0.032,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
181,Bi-214,13,0,334.9,0.5,0.055,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
182,Bi-214,14,0,338.5,0.6,0.11,0.04,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
183,Bi-214,15,0,348.92,0.06,0.105,0.023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
184,Bi-214,16,0,351.9,0.5,0.068,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
185,Bi-214,17,0,356.05,0.16,0.0068,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
186,Bi-214,18,0,363.5,0.14,0.0077,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
187,Bi-214,19,0,375.65,0.24,0.0041,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
188,Bi-214,20,0,386.77,0.05,0.295,0.018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
189,Bi-214,21,0,388.89,0.05,0.386,0.005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
190,Bi-214,22,0,394.04,0.08,0.0132,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
191,Bi-214,23,0,396.02,0.06,0.027,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
192,Bi-214,24,0,405.72,0.02,0.168,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
193,Bi-214,25,0,426.5,0.5,0.012,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
194,Bi-214,26,0,428.07,0.08,0.0114,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
195,Bi-214,27,0,439.36,0.09,0.0114,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
196,Bi-214,28,0,452.91,0.09,0.03,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
197,Bi-214,29,0,454.8,0.03,0.291,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
198,Bi-214,30,0,461.06,0.11,0.043,0.006,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
199,Bi-214,31,0,469.76,0.04,0.132,0.008,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
200,Bi-214,32,0,474.43,0.05,0.097,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
201,Bi-214,33,0,485.93,0.11,0.023,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
202,Bi-214,34,0,486.6,0.3,0.022,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
203,Bi-214,35,0,487.7,0.3,0.028,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
204,Bi-214,36,0,494.21,0.09,0.0109,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
205,Bi-214,37,0,496.89,0.18,0.0068,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
206,Bi-214,38,0,501.97,0.12,0.0182,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
207,Bi-214,39,0,519.9,0.05,0.0164,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
208,Bi-214,40,0,524.6,0.07,0.0168,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
209,Bi-214,41,0,528.3,0.08,0.007,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
210,Bi-214,42,0,536.78,0.04,0.065,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
211,Bi-214,43,0,542.81,0.07,0.073,0.01,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
212,Bi-214,44,0,547.21,0.17,0.034,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
213,Bi-214,45,0,572.77,0.07,0.078,0.006,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
214,Bi-214,46,0,595.24,0.07,0.0173,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
215,Bi-214,47,0,600.0,0.5,0.008,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
216,Bi-214,48,1,609.321,0.007,45.44,0.19,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
217,Bi-214,49,0,615.76,0.06,0.055,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
218,Bi-214,50,0,617.02,0.13,0.027,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
219,Bi-214,51,0,626.4,0.6,0.0041,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
220,Bi-214,52,0,630.81,0.07,0.0164,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
221,Bi-214,53,0,631.2,0.4,0.0177,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
222,Bi-214,54,0,633.09,0.05,0.055,0.005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
223,Bi-214,55,0,634.77,0.16,0.0064,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
224,Bi-214,56,0,639.61,0.1,0.032,0.005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
225,Bi-214,57,0,649.2,0.05,0.055,0.007,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
226,Bi-214,58,0,651.5,0.16,0.001818,8e-06,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
227,Bi-214,59,0,658.76,0.21,0.014,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
228,Bi-214,60,0,660.87,0.14,0.047,0.005,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
229,Bi-214,61,0,665.446,0.009,1.54,0.011,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
230,Bi-214,62,0,677.41,0.15,0.0055,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
231,Bi-214,63,0,683.21,0.06,0.082,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
232,Bi-214,64,0,687.56,0.21,0.0068,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
233,Bi-214,65,0,693.1,0.2,0.0055,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
234,Bi-214,66,0,697.89,0.1,0.06,0.007,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
235,Bi-214,67,0,699.86,0.18,0.018,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
236,Bi-214,68,0,703.1,0.04,0.482,0.018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
237,Bi-214,69,0,704.96,0.25,0.047,0.01,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
238,Bi-214,70,0,708.95,0.23,0.0123,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
239,Bi-214,71,0,710.69,0.1,0.0741,0.0018,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
240,Bi-214,72,0,719.86,0.03,0.409,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
241,Bi-214,73,0,723.01,0.12,0.036,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
242,Bi-214,74,0,727.0,1.0,0.036,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
243,Bi-214,75,0,733.81,0.1,0.04,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
244,Bi-214,76,0,740.77,0.13,0.0432,0.0023,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
245,Bi-214,77,0,752.84,0.03,0.132,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
246,Bi-214,78,0,768.36,0.007,4.89,0.02,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
247,Bi-214,79,0,769.7,0.5,0.029,0.01,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
248,Bi-214,80,0,786.35,0.16,0.32,0.04,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
249,Bi-214,81,0,788.2,0.3,0.015,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
250,Bi-214,82,0,803.1,,0.0045,0.0014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
251,Bi-214,83,0,806.179,0.01,1.262,0.008,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
252,Bi-214,84,0,814.92,0.11,0.039,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
253,Bi-214,85,0,821.18,0.03,0.164,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
254,Bi-214,86,0,826.41,0.11,0.105,0.014,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
255,Bi-214,87,0,832.37,0.11,0.028,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
256,Bi-214,88,0,840.4,0.5,0.01,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
257,Bi-214,89,0,847.14,0.11,0.025,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
258,Bi-214,90,0,872.95,0.19,0.017,0.004,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
259,Bi-214,91,0,878.02,0.12,0.011,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
260,Bi-214,92,0,904.35,0.09,0.073,0.009,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
261,Bi-214,93,0,915.73,0.15,0.024,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
262,Bi-214,94,0,917.7,0.3,0.005,0.003,0.0,1-,19.71,2,m,1182.6,B-,99.979,0.0013,1-May-2021,Shaofei Zhu and E. A. McCutchan,2024-04-27,ENSDF
