,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,88,140,Ra,0,,0.0,,,0+,1.0,5.75,,3.0,Y,181452324.353904,946707.77923776,B-,100.0,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
1,88,140,Ra,1,,63.823,0.02,,2+,1.0,550.0,,20.0,ps,5.5e-10,2e-11,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
2,88,140,Ra,2,,204.702,0.022,,4+,1.0,181.0,,3.0,ps,1.81e-10,3e-12,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
3,88,140,Ra,3,,411.69,0.05,,(6+),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
4,88,140,Ra,4,,474.18,0.04,,1-,1.0,7.0,LE,,ps,7e-12,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
5,88,140,Ra,5,,537.5,0.04,,3-,1.0,6.0,LE,,ps,6e-12,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
6,88,140,Ra,6,,655.98,0.05,,(5-),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
7,88,140,Ra,7,,674.29,0.11,,(8+),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
8,88,140,Ra,8,,721.19,0.08,,0+,2.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
9,88,140,Ra,9,,770.71,0.04,,2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
10,88,140,Ra,10,,830.1,0.5,,(7-),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
11,88,140,Ra,11,,846.15,0.09,,2+,3.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
12,88,140,Ra,12,,880.31,0.06,,4+,2.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
13,88,140,Ra,13,,898.86,0.08,,(3+),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
14,88,140,Ra,14,,967.11,0.2,,(2+ 4+),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
15,88,140,Ra,15,,983.29,0.15,,(10+),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
16,88,140,Ra,16,,1013.24,0.14,,2+,4.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
17,88,140,Ra,17,,1042.01,0.11,,(0+ 1 2 3-),1.0,,,,,,,,,,,,,,,,,,,,,31-Dec-2012,KHALIFEH ABUSALEEM,2024-04-27
