,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,87,136,Fr,1,12.882,0.022,(5/2-),0,0.0,,3/2(-),0,12.9,,100.0,,(E2),,,,,,,,,,,51100.0,,1-May-2001,E. BROWNE,2024-04-27
1,87,136,Fr,2,54.98,0.04,1/2(-),0,0.0,,3/2(-),0,55.0,0.05,100.0,,M1+E2,0.05,0.04,,,,,,,,,17.4,0.8,1-May-2001,E. BROWNE,2024-04-27
2,87,136,Fr,3,82.129,0.021,(7/2-),1,12.882,0.022,(5/2-),0,69.21,0.05,100.0,6.0,M1+E2,0.42,0.08,,,,,,,,,15.0,2.2,1-May-2001,E. BROWNE,2024-04-27
3,87,136,Fr,3,82.129,0.021,(7/2-),0,0.0,,3/2(-),1,82.1,0.05,23.5,1.2,E2,,,,,,,,,,,22.6,,1-May-2001,E. BROWNE,2024-04-27
4,87,136,Fr,4,99.53,0.03,(3/2-),2,54.98,0.04,1/2(-),0,44.7,0.1,2.2,0.5,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
5,87,136,Fr,4,99.53,0.03,(3/2-),1,12.882,0.022,(5/2-),1,86.7,0.3,48.0,4.8,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
6,87,136,Fr,4,99.53,0.03,(3/2-),0,0.0,,3/2(-),2,99.55,0.05,100.0,20.0,M1,,,,,,,,,,,3.02,,1-May-2001,E. BROWNE,2024-04-27
7,87,136,Fr,5,100.999,0.024,(5/2-),2,54.98,0.04,1/2(-),0,45.95,,0.55,0.00055,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
8,87,136,Fr,5,100.999,0.024,(5/2-),1,12.882,0.022,(5/2-),1,88.0,0.1,66.0,6.6,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
9,87,136,Fr,5,100.999,0.024,(5/2-),0,0.0,,3/2(-),2,100.95,0.05,100.0,6.0,M1,,,,,,,,,,,2.9,,1-May-2001,E. BROWNE,2024-04-27
10,87,136,Fr,6,134.48,0.04,(3/2+),5,100.999,0.024,(5/2-),0,33.5,0.1,10.0,3.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
11,87,136,Fr,6,134.48,0.04,(3/2+),4,99.53,0.03,(3/2-),1,35.0,0.2,2.5,1.3,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
12,87,136,Fr,6,134.48,0.04,(3/2+),2,54.98,0.04,1/2(-),2,79.5,0.1,100.0,17.0,E1,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
13,87,136,Fr,6,134.48,0.04,(3/2+),1,12.882,0.022,(5/2-),3,121.58,0.05,83.0,4.0,E1,,,,,,,,,,,0.299,,1-May-2001,E. BROWNE,2024-04-27
14,87,136,Fr,6,134.48,0.04,(3/2+),0,0.0,,3/2(-),4,134.5,0.05,39.0,4.0,E1,,,,,,,,,,,0.233,,1-May-2001,E. BROWNE,2024-04-27
15,87,136,Fr,7,160.43,0.03,(3/2+),6,134.48,0.04,(3/2+),0,25.95,,0.012,1.2e-06,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
16,87,136,Fr,7,160.43,0.03,(3/2+),5,100.999,0.024,(5/2-),1,59.4,0.2,0.9,0.3,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
17,87,136,Fr,7,160.43,0.03,(3/2+),4,99.53,0.03,(3/2-),2,60.6,0.3,0.9,0.3,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
18,87,136,Fr,7,160.43,0.03,(3/2+),1,12.882,0.022,(5/2-),3,147.52,0.05,49.7,2.0,E1,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
19,87,136,Fr,7,160.43,0.03,(3/2+),0,0.0,,3/2(-),4,160.45,0.05,100.0,4.0,E1,,,,,,,,,,,0.152,,1-May-2001,E. BROWNE,2024-04-27
20,87,136,Fr,8,171.963,0.025,(5/2+),6,134.48,0.04,(3/2+),0,37.47,,0.28,0.00028,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
21,87,136,Fr,8,171.963,0.025,(5/2+),4,99.53,0.03,(3/2-),1,72.4,0.2,6.7,1.3,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
22,87,136,Fr,8,171.963,0.025,(5/2+),3,82.129,0.021,(7/2-),2,89.9,0.05,17.4,1.5,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
23,87,136,Fr,8,171.963,0.025,(5/2+),1,12.882,0.022,(5/2-),3,159.08,0.05,57.0,2.1,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
24,87,136,Fr,8,171.963,0.025,(5/2+),0,0.0,,3/2(-),4,171.95,0.05,100.0,,E1,,,,,,,,,,,0.128,,1-May-2001,E. BROWNE,2024-04-27
25,87,136,Fr,9,187.07,0.03,(5/2-),6,134.48,0.04,(3/2+),0,52.32,,31.0,3.1,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
26,87,136,Fr,9,187.07,0.03,(5/2-),5,100.999,0.024,(5/2-),1,86.1,0.1,100.0,11.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
27,87,136,Fr,9,187.07,0.03,(5/2-),3,82.129,0.021,(7/2-),2,104.87,0.05,73.0,5.0,M1,,,,,,,,,,,13.3,,1-May-2001,E. BROWNE,2024-04-27
28,87,136,Fr,9,187.07,0.03,(5/2-),1,12.882,0.022,(5/2-),3,174.15,0.05,52.1,2.1,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
29,87,136,Fr,10,188.92,0.03,(7/2-),5,100.999,0.024,(5/2-),0,88.0,0.1,22.0,3.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
30,87,136,Fr,10,188.92,0.03,(7/2-),3,82.129,0.021,(7/2-),1,106.8,0.05,100.0,6.0,M1,,,,,,,,,,,12.6,,1-May-2001,E. BROWNE,2024-04-27
31,87,136,Fr,10,188.92,0.03,(7/2-),1,12.882,0.022,(5/2-),2,176.1,0.05,32.0,1.2,M1 E2,,,,,,,,,,,2.0,1.1,1-May-2001,E. BROWNE,2024-04-27
32,87,136,Fr,11,219.53,0.03,(7/2+),6,134.48,0.04,(3/2+),0,85.0,0.5,1.2,0.012,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
33,87,136,Fr,11,219.53,0.03,(7/2+),5,100.999,0.024,(5/2-),1,118.58,0.1,3.3,0.8,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
34,87,136,Fr,11,219.53,0.03,(7/2+),3,82.129,0.021,(7/2-),2,137.35,0.05,43.6,1.8,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
35,87,136,Fr,11,219.53,0.03,(7/2+),1,12.882,0.022,(5/2-),3,206.65,0.05,100.0,4.0,E1,,,,,,,,,,,0.0822,,1-May-2001,E. BROWNE,2024-04-27
36,87,136,Fr,12,222.98,0.04,(7/2+),8,171.963,0.025,(5/2+),0,51.06,,0.14,0.00014,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
37,87,136,Fr,12,222.98,0.04,(7/2+),6,134.48,0.04,(3/2+),1,88.5,0.5,0.47,0.00047,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
38,87,136,Fr,12,222.98,0.04,(7/2+),3,82.129,0.021,(7/2-),2,140.93,0.05,100.0,4.0,E1,,,,,,,,,,,0.208,,1-May-2001,E. BROWNE,2024-04-27
39,87,136,Fr,13,242.45,0.04,(5/2),10,188.92,0.03,(7/2-),0,53.3,0.3,35.0,3.5,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
40,87,136,Fr,13,242.45,0.04,(5/2),8,171.963,0.025,(5/2+),1,70.6,0.1,43.0,6.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
41,87,136,Fr,13,242.45,0.04,(5/2),6,134.48,0.04,(3/2+),2,108.0,0.3,10.0,3.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
42,87,136,Fr,13,242.45,0.04,(5/2),1,12.882,0.022,(5/2-),3,229.6,0.05,100.0,5.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
43,87,136,Fr,13,242.45,0.04,(5/2),0,0.0,,3/2(-),4,242.41,0.05,77.0,5.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
44,87,136,Fr,14,243.57,0.04,(5/2),7,160.43,0.03,(3/2+),0,83.0,0.1,6.0,0.6,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
45,87,136,Fr,14,243.57,0.04,(5/2),3,82.129,0.021,(7/2-),1,161.38,0.05,60.6,2.4,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
46,87,136,Fr,14,243.57,0.04,(5/2),0,0.0,,3/2(-),2,243.69,0.05,100.0,5.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
47,87,136,Fr,15,244.674,0.025,(7/2-),10,188.92,0.03,(7/2-),0,55.8,0.05,6.9,0.8,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
48,87,136,Fr,15,244.674,0.025,(7/2-),9,187.07,0.03,(5/2-),1,57.56,0.05,5.7,0.8,M1,,,,,,,,,,,14.9,,1-May-2001,E. BROWNE,2024-04-27
49,87,136,Fr,15,244.674,0.025,(7/2-),5,100.999,0.024,(5/2-),2,143.65,0.05,47.1,1.9,M1,,,,,,,,,,,5.38,,1-May-2001,E. BROWNE,2024-04-27
50,87,136,Fr,15,244.674,0.025,(7/2-),3,82.129,0.021,(7/2-),3,162.5,0.05,100.0,4.0,M1 E2,,,,,,,,,,,2.5,1.3,1-May-2001,E. BROWNE,2024-04-27
51,87,136,Fr,15,244.674,0.025,(7/2-),1,12.882,0.022,(5/2-),4,231.79,0.05,13.1,0.8,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
52,87,136,Fr,16,298.7,0.3,(9/2-),3,82.129,0.021,(7/2-),0,216.6,0.3,100.0,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
53,87,136,Fr,17,365.65,0.05,,12,222.98,0.04,(7/2+),0,142.74,0.05,85.0,4.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
54,87,136,Fr,17,365.65,0.05,,11,219.53,0.03,(7/2+),1,146.0,0.2,16.0,6.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
55,87,136,Fr,17,365.65,0.05,,3,82.129,0.021,(7/2-),2,283.45,0.05,100.0,5.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
56,87,136,Fr,22,515.2,0.22,3/2-,4,99.53,0.03,(3/2-),0,415.6,0.3,100.0,25.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
57,87,136,Fr,22,515.2,0.22,3/2-,2,54.98,0.04,1/2(-),1,460.2,0.3,100.0,25.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
58,87,136,Fr,23,540.53,0.03,(5/2+),10,188.92,0.03,(7/2-),0,351.8,0.5,22.0,9.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
59,87,136,Fr,23,540.53,0.03,(5/2+),5,100.999,0.024,(5/2-),1,439.6,0.05,49.0,3.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
60,87,136,Fr,23,540.53,0.03,(5/2+),4,99.53,0.03,(3/2-),2,441.08,0.05,78.0,4.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
61,87,136,Fr,23,540.53,0.03,(5/2+),1,12.882,0.022,(5/2-),3,527.6,0.1,40.0,2.3,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
62,87,136,Fr,23,540.53,0.03,(5/2+),0,0.0,,3/2(-),4,540.4,0.05,100.0,40.0,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
63,87,136,Fr,24,605.4,0.03,(5/2-),15,244.674,0.025,(7/2-),0,360.73,0.05,5.87,0.24,M1,,,,,,,,,,,0.414,,1-May-2001,E. BROWNE,2024-04-27
