,energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,10.277,,12.071464601388,1.0674520604405546,AU,L,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
1,11.178,,0.0836032958355,0.0026642686549869,AU,L,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
2,33.238,,0.0024555364591893,0.0002713634925466,AU,KLX,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
3,36.004,,0.0016572051292972,0.0001941120115789,AU,KLX,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
4,42.719,,0.007227876,0.0007910613044177,AU,K,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
5,46.478,,0.0048291075,0.0005609514869055,AU,K,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
6,57.524,,0.004432376280125,0.0004856260059487,AU,KLL,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
7,62.353,,0.002938306966839,0.0003416373580031,AU,KLL,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
8,81.777,,0.0003399632606855,3.83929163963e-05,AU,KXY,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
9,88.87,,0.0002335954038637,2.79188410903e-05,AU,KXY,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
10,24.507,,18.8786,1.6246579363053628,CE,L,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
11,36.147,,4.4096,0.3797635053556358,CE,M,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
12,39.005,,1.11512,0.0960057935751796,CE,N,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
13,39.005,,1.3515,0.1163254439063096,CE,N+,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
14,39.718,,0.21624,0.0186333571854349,CE,O,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
15,87.094,,0.0054144,0.0022009403444891,CE,K,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
16,163.263,,0.0009536,0.0003877302670671,CE,L,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
17,176.039,,0.00022528,9.15759269677e-05,CE,M,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
18,179.206,,5.792e-05,2.35495753677e-05,CE,N,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
19,180.019,,1.2128e-05,4.9307395996e-06,CE,O,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,B-,64.06,0.06,2251.5,17,84,128,Po,1-Aug-2020,K. Auranen and E.A. McCutchan,2024-04-27
20,202.664,,0.120309,0.0019965635476988,CE,K,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
21,242.494,,0.0315,0.001592527550782,CE,K,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
22,272.85,,0.0203885,0.0003534588236273,CE,L,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
23,284.49,,0.00475507,7.95901306695e-05,CE,M,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
24,287.348,,0.00119972,1.99495588923e-05,CE,N,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
25,287.348,,0.00145584,2.40168690715e-05,CE,N+,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
26,288.061,,0.000233204,3.958115208e-06,CE,O,83,129,Bi,,0,,1(-),60.55,,6,m,3633,3.6,A,35.94,0.06,6207.262,28,81,127,Tl,1-Jun-2007,M. J. MARTIN,2024-04-27
