,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,53.8,0.1,0.014,0.003,,271.75,2.7e-10,217.97,M1,,,14.17,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
1,68.11,0.15,0.0051,0.0021,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
2,96.3,0.3,0.007,0.003,,367.99,,271.75,(E2+M1),,,5.8,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
3,100.2,0.1,0.141,0.02,5e-10,100.13,0.0326,0.0,M1,,,11.98,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
4,117.8,0.2,0.023,0.014,2.7e-10,217.97,5e-10,100.13,M1(+E2),2.1,LT,6.1,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
5,150.0,0.1,0.0448,0.002,,367.99,2.7e-10,217.97,M1+E2,0.54,24,3.3,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
6,171.6,0.1,0.0774,0.0022,,271.75,5e-10,100.13,E2,,,0.867,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
7,201.4,0.6,0.00114,0.00012,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
8,208.3,0.6,0.0051,0.001,,576.9,,367.99,[E2],,,0.43,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
9,218.0,0.1,11.44,0.12,2.7e-10,217.97,0.0326,0.0,E2,,,0.368,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
10,250.7,0.2,0.0034,0.0008,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
11,253.15,0.15,0.0067,0.0009,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
12,263.39,0.14,0.0022,0.0006,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
13,271.91,0.05,0.0035,0.001,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
14,281.8,0.3,,,,663.3,,381.42,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
15,281.9,0.3,0.00069,7e-05,,381.42,5e-10,100.13,[M1],,,0.653,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
16,297.11,0.4,0.0088,0.0008,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
17,299.59,0.14,0.015,0.007,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
18,310.1,0.2,0.00103,1.1e-05,,310.1,0.0326,0.0,[M2],,,1.79,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
19,314.11,0.17,0.0025,0.0006,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
20,324.0,0.2,0.0174,0.0007,,424.13,5e-10,100.13,M1(+E2),1.1,LT,0.353,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
21,359.0,0.2,0.0386,0.0014,,576.9,2.7e-10,217.97,M1(+E2),0.5,LT,0.31,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
22,368.18,0.1,0.0055,0.0006,,,,,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
23,381.1,0.2,0.0341,0.0014,,381.42,0.0326,0.0,M1(+E2),0.9,LT,0.24,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
24,410.4,0.2,0.1205,0.0024,,410.4,0.0326,0.0,E2,,,0.0549,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
25,437.8,0.5,0.00106,0.00013,,537.8,5e-10,100.13,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
26,446.3,0.8,0.0017,0.0005,,663.3,2.7e-10,217.97,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
27,469.0,0.5,0.0016,0.0003,,568.7,5e-10,100.13,,,,,,87,134,Fr,,0,,5/2-,4.9,,2,m,294,12,A,100,,6457.7,14,85,132,At,1-DEC-2017,F.G. KONDEV and  S. KUMAR,2024-04-27
