,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,81,127,Tl,0,,0.0,,,5+,1.0,3.053,,4.0,m,183.18,0.24,B-,100.0,,,,,,,,,0.291,0.013,,,1-Jun-2007,M. J. MARTIN,2024-04-27
1,81,127,Tl,1,,39.858,0.004,,4+,1.0,6.5,,8.0,ps,6.5e-12,8e-13,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
2,81,127,Tl,2,,328.04,0.05,,5+,2.0,0.1,GT,,ps,1e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
3,81,127,Tl,3,,473.4,0.4,,(4+),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
4,81,127,Tl,4,,492.84,0.04,,(3)+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
5,81,127,Tl,5,,617.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
6,81,127,Tl,6,,620.4,0.3,,(6+),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
7,81,127,Tl,7,,698.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
8,81,127,Tl,8,,760.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
9,81,127,Tl,9,,789.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
10,81,127,Tl,10,,800.0,300.0,,(1-),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
11,81,127,Tl,11,,803.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
12,81,127,Tl,12,,1135.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
13,81,127,Tl,13,,1199.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
14,81,127,Tl,14,,1245.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
15,81,127,Tl,15,,1322.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
16,81,127,Tl,16,,1362.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
17,81,127,Tl,17,,1410.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
18,81,127,Tl,18,,1474.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
19,81,127,Tl,19,,1525.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
20,81,127,Tl,20,,1637.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
21,81,127,Tl,21,,1652.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
22,81,127,Tl,22,,1696.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
23,81,127,Tl,23,,1728.0,,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
24,81,127,Tl,24,,1775.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
25,81,127,Tl,25,,1851.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
