,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,65.42,0.014,0.07746,0.0052060057625784,9e-11,831.96,,766.539,M1,,,6.58,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
1,81.0,0.2,0.045185,0.0116253768110973,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
2,83.8,0.1,0.058095,0.0090505466133267,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
3,88.2,0.2,0.016783,0.0038756390440803,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
4,94.3,0.3,0.011619,0.0025838972502791,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
5,95.0,0.2,0.018074,0.002586588486791,,1109.485,,1014.4,M1+E2,1.6,4.0,9.4,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
6,97.3,0.2,0.011619,0.0012947903305168,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
7,244.0,,0.03873,0.0129142169720041,,,,,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
8,313.59,0.09,0.030984,0.0038819872488198,,1080.15,,766.539,,,,,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
9,342.91,0.04,0.034857,0.0051725337118282,,1109.485,,766.539,[M1 E2],,,0.2,,82,129,Pb,,0,,9/2+,36.1,,2,m,2166,12,B-,100,,1366,5,83,128,Bi,28-FEB-2013,E.A. McCutchan and  C.M. Baglin and  O. Gorbachenko and  N. Todorovic,2024-04-27
