,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,81,124,Tl,0,,0.0,,,1/2+,1.0,STABLE,,,,,,,,,,,,,,,,1.632,0.002,0.74,0.15,20-Apr-2020,F.G. KONDEV,2024-04-27
1,81,124,Tl,1,,203.7,0.04,,3/2+,1.0,1.46,,5.0,ns,1.46e-09,5e-11,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
2,81,124,Tl,2,,619.4,0.04,,5/2+,1.0,0.90,,14.0,ps,9e-13,1.4e-13,,,,,,,,,,,2.0,0.3,,,20-Apr-2020,F.G. KONDEV,2024-04-27
3,81,124,Tl,3,,923.75,0.05,,7/2+,1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
4,81,124,Tl,4,,1140.74,0.04,,3/2+,2.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
5,81,124,Tl,5,,1180.0,0.06,,(5/2+),1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
6,81,124,Tl,6,,1219.16,0.09,,1/2+,2.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
7,81,124,Tl,7,,1340.28,0.06,,3/2+,3.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
8,81,124,Tl,8,,1429.55,0.06,,9/2+,1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
9,81,124,Tl,9,,1433.9,0.4,,(1/2)+,1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
10,81,124,Tl,10,,1438.43,0.1,,(1/2)+,2.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
11,81,124,Tl,11,,1483.93,0.06,,11/2-,1.0,4.5,,5.0,ns,4.5e-09,5e-10,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
12,81,124,Tl,12,,1553.0,3.0,,(7/2+),1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
13,81,124,Tl,13,,1554.62,0.06,,(3/2+),1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
14,81,124,Tl,14,,1574.03,0.08,,(5/2+),2.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
15,81,124,Tl,15,,1644.0,5.0,,(3/2+ 5/2+),1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
16,81,124,Tl,16,,1668.0,,,,,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
17,81,124,Tl,17,,1694.0,3.0,,3/2+,4.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
18,81,124,Tl,18,,1711.05,0.08,,(1/2 3/2 5/2+),1.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
19,81,124,Tl,19,,1765.0,5.0,,(3/2+ 5/2+),2.0,,,,,,,,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
