,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,81,124,Tl,1,203.7,0.04,3/2+,0.0,0.0,,1/2+,0,203.67,0.05,100.0,,M1+E2,1.18,0.19,,,6.1,,0.00051,,,,0.46,0.04,20-Apr-2020,F.G. KONDEV,2024-04-27
1,81,124,Tl,2,619.4,0.04,5/2+,1.0,203.7,0.04,3/2+,0,415.71,0.05,100.0,7.0,M1+E2,-0.069,0.011,,,2.7,,0.27,,,,0.1619,,20-Apr-2020,F.G. KONDEV,2024-04-27
2,81,124,Tl,2,619.4,0.04,5/2+,0.0,0.0,,1/2+,1,619.35,0.07,7.7,0.7,E2,,,,,6.0,,,,,,0.01713,,20-Apr-2020,F.G. KONDEV,2024-04-27
3,81,124,Tl,3,923.75,0.05,7/2+,1.0,203.7,0.04,3/2+,0,720.09,0.05,100.0,,E2,,,,,,,,,,,0.01235,,20-Apr-2020,F.G. KONDEV,2024-04-27
4,81,124,Tl,4,1140.74,0.04,3/2+,2.0,619.4,0.04,5/2+,0,521.3,0.05,34.0,4.0,M1+E2,2.2,,,,,,,,,,0.031,0.006,20-Apr-2020,F.G. KONDEV,2024-04-27
5,81,124,Tl,4,1140.74,0.04,3/2+,1.0,203.7,0.04,3/2+,1,937.08,0.07,100.0,0.7,M1+E2,4.0,,,,,,,,,,0.0076,0.0004,20-Apr-2020,F.G. KONDEV,2024-04-27
6,81,124,Tl,4,1140.74,0.04,3/2+,0.0,0.0,,1/2+,2,1140.74,0.06,34.0,4.0,M1(+E2),-0.25,0.24,,,,,,,,,0.0114,0.001,20-Apr-2020,F.G. KONDEV,2024-04-27
7,81,124,Tl,5,1180.0,0.06,(5/2+),3.0,923.75,0.05,7/2+,0,256.14,0.13,33.0,4.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
8,81,124,Tl,5,1180.0,0.06,(5/2+),2.0,619.4,0.04,5/2+,1,560.7,0.3,64.0,10.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
9,81,124,Tl,5,1180.0,0.06,(5/2+),1.0,203.7,0.04,3/2+,2,976.3,0.05,100.0,10.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
10,81,124,Tl,5,1180.0,0.06,(5/2+),0.0,0.0,,1/2+,3,1180.2,0.5,3.4,0.6,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
11,81,124,Tl,6,1219.16,0.09,1/2+,1.0,203.7,0.04,3/2+,0,1014.7,0.8,11.0,4.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
12,81,124,Tl,6,1219.16,0.09,1/2+,0.0,0.0,,1/2+,1,1218.7,0.4,100.0,18.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
13,81,124,Tl,7,1340.28,0.06,3/2+,2.0,619.4,0.04,5/2+,0,720.8,0.8,24.0,7.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
14,81,124,Tl,7,1340.28,0.06,3/2+,1.0,203.7,0.04,3/2+,1,1136.56,0.06,100.0,24.0,M1+E2,0.5,,,,,,,,,,0.008,0.003,20-Apr-2020,F.G. KONDEV,2024-04-27
15,81,124,Tl,7,1340.28,0.06,3/2+,0.0,0.0,,1/2+,2,1340.28,0.16,7.1,2.4,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
16,81,124,Tl,8,1429.55,0.06,9/2+,3.0,923.75,0.05,7/2+,0,505.82,0.05,100.0,3.0,M1+E2,-0.1,0.02,,,,,,,,,0.0958,,20-Apr-2020,F.G. KONDEV,2024-04-27
17,81,124,Tl,8,1429.55,0.06,9/2+,2.0,619.4,0.04,5/2+,1,810.13,0.05,21.0,3.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
18,81,124,Tl,9,1433.9,0.4,(1/2)+,1.0,203.7,0.04,3/2+,0,1230.11,0.1,54.0,9.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
19,81,124,Tl,9,1433.9,0.4,(1/2)+,0.0,0.0,,1/2+,1,1433.4,0.3,100.0,9.0,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
20,81,124,Tl,10,1438.43,0.1,(1/2)+,1.0,203.7,0.04,3/2+,0,1234.75,0.1,100.0,1.1,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
21,81,124,Tl,10,1438.43,0.1,(1/2)+,0.0,0.0,,1/2+,1,1438.34,0.21,6.6,1.1,,,,,,,,,,,,,,20-Apr-2020,F.G. KONDEV,2024-04-27
