,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,90,140,Th,1,53.227,0.011,2+,0,0.0,,0+,0,53.2,0.02,100.0,,E2,,,,,196.0,,,,,,228.0,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
1,90,140,Th,2,174.111,0.017,4+,1,53.227,0.011,2+,0,120.9,0.02,100.0,,E2,,,,,265.0,,,,,,4.94,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
2,90,140,Th,3,356.47,0.14,6+,2,174.111,0.017,4+,0,182.5,0.2,100.0,,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
3,90,140,Th,4,508.15,0.013,1-,1,53.227,0.011,2+,0,454.92,0.02,100.0,3.0,E1,,,,,,,,,,,0.01528,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
4,90,140,Th,4,508.15,0.013,1-,0,0.0,,0+,1,508.15,0.02,60.0,3.0,E1,,,,,,,,,,,0.01222,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
5,90,140,Th,5,571.756,0.015,3-,4,508.15,0.013,1-,0,63.5,0.2,,,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
6,90,140,Th,5,571.756,0.015,3-,2,174.111,0.017,4+,1,397.62,0.02,87.0,4.0,E1,,,,,,,,,,,0.0202,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
7,90,140,Th,5,571.756,0.015,3-,1,53.227,0.011,2+,2,518.54,0.02,100.0,5.0,E1,,,,,,,,,,,0.01174,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
8,90,140,Th,6,593.79,0.2,8+,3,356.47,0.14,6+,0,237.4,0.2,100.0,,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
9,90,140,Th,7,634.919,0.018,0+,1,53.227,0.011,2+,0,581.65,0.1,100.0,,E2,,,,,,,,,,,0.0302,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
10,90,140,Th,7,634.919,0.018,0+,0,0.0,,0+,1,634.9,0.2,,,E0,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
11,90,140,Th,8,677.515,0.018,2+,2,174.111,0.017,4+,0,503.55,0.1,86.0,13.0,E2,,,,,10.0,,,,,,0.042,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
12,90,140,Th,8,677.515,0.018,2+,1,53.227,0.011,2+,1,624.33,0.07,88.0,5.0,E0+M1+E2,,,,,,,,,,,0.07,0.05,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
13,90,140,Th,8,677.515,0.018,2+,0,0.0,,0+,2,677.53,0.06,100.0,9.0,E2,,,,,2.7,,,,,,0.0217,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
14,90,140,Th,9,686.6,0.3,(5-),5,571.756,0.015,3-,0,114.9,,19.0,6.0,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
15,90,140,Th,9,686.6,0.3,(5-),3,356.47,0.14,6+,1,330.1,,55.0,4.0,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
16,90,140,Th,9,686.6,0.3,(5-),2,174.111,0.017,4+,2,512.6,,100.0,6.0,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
17,90,140,Th,10,769.6,0.6,(4+),3,356.47,0.14,6+,0,413.0,,45.0,,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
18,90,140,Th,10,769.6,0.6,(4+),2,174.111,0.017,4+,1,595.5,,82.0,55.0,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
19,90,140,Th,10,769.6,0.6,(4+),1,53.227,0.011,2+,2,716.4,,100.0,37.0,,,,,,,,,,,,,,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
