,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,90,141,Th,1,41.9521,0.0016,7/2+,0,0.0,,5/2+,0,41.98,0.05,100.0,,M1+E2,0.95,0.1,,,,,,,,,370.0,40.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
1,90,141,Th,2,96.129,0.003,9/2+,1,41.9521,0.0016,7/2+,0,54.25,0.05,13.0,4.0,M1+E2,0.85,0.25,,,,,,,,,100.0,29.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
2,90,141,Th,2,96.129,0.003,9/2+,0,0.0,,5/2+,1,96.09,0.02,100.0,6.0,[E2],,,,,,,,,,,13.6,0.2,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
3,90,141,Th,3,162.11,0.03,11/2+,1,41.9521,0.0016,7/2+,0,120.35,0.05,100.0,,[E2],,,,,,,,,,,5.04,0.07,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
4,90,141,Th,4,185.716,0.0013,5/2-,1,41.9521,0.0016,7/2+,0,143.765,0.002,19.11,0.14,E1,,,8e-06,,,,,,,,0.207,0.003,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
5,90,141,Th,4,185.716,0.0013,5/2-,0,0.0,,5/2+,1,185.713,0.002,100.0,1.2,E1,,,1.95e-05,,,,,,,,0.1124,0.0016,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
6,90,141,Th,5,205.3101,0.0015,(7/2-),4,185.716,0.0013,5/2-,0,19.55,0.05,,,[M1],,,,,,,,,,,114.7,1.9,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
7,90,141,Th,5,205.3101,0.0015,(7/2-),2,96.129,0.003,9/2+,1,109.176,0.031,32.2,1.3,[E1],,,,,,,,,,,0.0932,0.0013,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
8,90,141,Th,5,205.3101,0.0015,(7/2-),1,41.9521,0.0016,7/2+,2,163.357,0.002,100.0,0.8,(E1),,,,,,,,,,,0.1525,0.0022,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
9,90,141,Th,5,205.3101,0.0015,(7/2-),0,0.0,,5/2+,3,205.311,0.002,99.2,1.0,(E1),,,,,,,,,,,0.0887,0.0013,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
10,90,141,Th,6,221.3966,0.002,3/2+,0,0.0,,5/2+,0,221.392,0.02,100.0,,M1,,,,,,,0.0092,,,,1.96,0.03,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
11,90,141,Th,8,236.899,0.007,9/2-,5,205.3101,0.0015,(7/2-),0,31.6,0.05,7.2,2.7,[M1],,,,,,,,,,,110.7,1.6,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
12,90,141,Th,8,236.899,0.007,9/2-,4,185.716,0.0013,5/2-,1,51.21,0.05,5.3,1.2,[E2],,,,,,,,,,,274.0,4.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
13,90,141,Th,8,236.899,0.007,9/2-,3,162.11,0.03,11/2+,2,74.94,0.04,11.5,2.1,[E1],,,,,,,,,,,0.252,0.004,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
14,90,141,Th,8,236.899,0.007,9/2-,2,96.129,0.003,9/2+,3,140.759,0.02,33.2,2.3,[E1],,,,,,,,,,,0.218,0.003,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
15,90,141,Th,8,236.899,0.007,9/2-,1,41.9521,0.0016,7/2+,4,194.942,0.007,100.0,2.1,[E1],,,,,,,,,,,0.1,0.002,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
16,90,141,Th,9,240.6,,(13/2+),2,96.129,0.003,9/2+,0,144.5,0.3,100.0,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
17,90,141,Th,10,240.8794,0.0024,5/2+,1,41.9521,0.0016,7/2+,0,198.927,0.003,62.0,4.0,M1,,,,,,,,,,,2.64,0.04,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
18,90,141,Th,10,240.8794,0.0024,5/2+,0,0.0,,5/2+,1,240.876,0.004,100.0,6.0,M1(+E2),0.3,0.3,,,,,,,,,1.45,0.22,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
19,90,141,Th,11,247.5867,0.002,1/2+,6,221.3966,0.002,3/2+,0,26.2,,53.0,,[M1],,,,,,,,,,,192.0,4.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
20,90,141,Th,11,247.5867,0.002,1/2+,0,0.0,,5/2+,1,247.586,0.003,100.0,18.0,E2,,,,,58.0,,,,,,0.312,0.005,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
21,90,141,Th,12,272.18,0.0015,3/2+,11,247.5867,0.002,1/2+,0,24.6,,2.2,1.3,[M1],,,,,,,,,,,231.0,5.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
22,90,141,Th,12,272.18,0.0015,3/2+,10,240.8794,0.0024,5/2+,1,31.3,,7.5,,(M1),,,,,,,,,,,114.0,2.0,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
23,90,141,Th,12,272.18,0.0015,3/2+,6,221.3966,0.002,3/2+,2,50.8,,10.4,,[M1],,,,,,,,,,,27.3,0.5,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
24,90,141,Th,12,272.18,0.0015,3/2+,1,41.9521,0.0016,7/2+,3,230.243,0.011,5.5,1.2,[E2],,,,,,,,,,,0.399,0.006,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
25,90,141,Th,12,272.18,0.0015,3/2+,0,0.0,,5/2+,4,272.181,0.002,100.0,15.0,M1+E2,0.64,0.1,,,,,,,,,0.85,0.06,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
