,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,90,141,Th,0,,0.0,,,5/2+,1.0,25.57,,8.0,h,92052.0,288.0,B-,100.0,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
1,90,141,Th,1,,41.9521,0.0016,,7/2+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
2,90,141,Th,2,,96.129,0.003,,9/2+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
3,90,141,Th,3,,162.11,0.03,,11/2+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
4,90,141,Th,4,,185.716,0.0013,,5/2-,1.0,1.07,,8.0,ns,1.07e-09,8e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
5,90,141,Th,5,,205.3101,0.0015,,(7/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
6,90,141,Th,6,,221.3966,0.002,,3/2+,1.0,74.0,LT,,ps,7.4e-11,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
7,90,141,Th,7,,225.0,,,(13/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
8,90,141,Th,8,,236.899,0.007,,9/2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
9,90,141,Th,9,,240.6,,,(13/2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
10,90,141,Th,10,,240.8794,0.0024,,5/2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
11,90,141,Th,11,,247.5867,0.002,,1/2+,1.0,74.0,LT,,ps,7.4e-11,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
12,90,141,Th,12,,272.18,0.0015,,3/2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
13,90,141,Th,13,,275.425,0.0025,,7/2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
14,90,141,Th,14,,277.6,0.06,,(11/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
15,90,141,Th,15,,301.7429,0.0019,,5/2+,3.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
16,90,141,Th,16,,317.0809,0.0022,,5/2+,4.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
17,90,141,Th,17,,324.913,0.007,,(9/2)+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
18,90,141,Th,18,,330.6,,,(15/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
19,90,141,Th,19,,333.0,3.0,,(13/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
20,90,141,Th,20,,348.3,0.5,,(1/2+ 3/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
21,90,141,Th,21,,351.511,0.006,,7/2+,3.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
22,90,141,Th,22,,377.573,0.009,,(7/2)+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
23,90,141,Th,23,,380.0,0.3,,1/2+ 3/2+,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
24,90,141,Th,24,,385.68,0.04,,(5/2+:11/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
25,90,141,Th,25,,386.5,0.5,,(1/2+ 3/2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
26,90,141,Th,26,,387.828,0.003,,7/2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
27,90,141,Th,27,,402.0,0.3,,(15/2)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
28,90,141,Th,28,,432.7,,,(17/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
29,90,141,Th,29,,447.4,0.7,,(9/2)+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
30,90,141,Th,30,,452.192,0.018,,9/2-,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
31,90,141,Th,31,,466.5,0.3,,(1/2- 3/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
32,90,141,Th,32,,478.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
33,90,141,Th,33,,490.0,3.0,,(11/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
34,90,141,Th,34,,501.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
35,90,141,Th,35,,510.897,0.011,,(7/2)+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
36,90,141,Th,36,,530.0,3.0,,(11/2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
37,90,141,Th,37,,530.23,0.05,,(11/2-),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
38,90,141,Th,38,,536.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
39,90,141,Th,39,,544.9,,,(19/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
40,90,141,Th,40,,554.6503,0.0016,,(1/2)-,1.0,503.0,,12.0,ps,5.03e-10,1.2e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
41,90,141,Th,41,,568.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
42,90,141,Th,42,,579.0,1.0,,(9/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
43,90,141,Th,43,,590.8396,0.0024,,3/2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
44,90,141,Th,44,,593.6173,0.002,,(3/2)-,1.0,0.1,,4.0,ns,1e-10,4e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
45,90,141,Th,45,,595.9738,0.0021,,5/2-,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
46,90,141,Th,46,,619.638,0.004,,3/2-,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
47,90,141,Th,47,,623.935,0.018,,(5/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
48,90,141,Th,48,,629.3428,0.0022,,(5/2)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
49,90,141,Th,49,,634.046,0.013,,(7/2-),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
50,90,141,Th,50,,646.6,0.4,,(5/2- 7/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
51,90,141,Th,51,,655.939,0.015,,(7/2-),3.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
52,90,141,Th,52,,684.4908,0.0024,,(5/2)-,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
53,90,141,Th,53,,687.631,0.003,,1/2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
54,90,141,Th,54,,693.5,0.18,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
55,90,141,Th,55,,704.0,2.0,,(15/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
56,90,141,Th,56,,709.099,0.004,,3/2+,3.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
57,90,141,Th,57,,713.755,0.003,,3/2-,3.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
58,90,141,Th,58,,720.302,0.006,,(7/2)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
