,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,92,142,U,0,,0.0,,,0+,1.0,245500.0,,6.0,Y,7747225326762.336,18934155584.7552,A,100.0,,SF,1.64e-09,2.2e-10,Mg,1.4e-11,3e-12,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
1,92,142,U,1,,43.4981,0.001,,2+,1.0,0.252,,7.0,ns,2.52e-10,7e-12,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
2,92,142,U,2,,143.352,0.004,,4+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
3,92,142,U,3,,296.072,0.004,,6+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
4,92,142,U,4,,497.04,0.03,,8+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
5,92,142,U,5,,741.2,0.5,,10+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
6,92,142,U,6,,786.288,0.016,,1-,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
7,92,142,U,7,,809.907,0.018,,0+,2.0,0.1,LT,,ns,1e-10,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
8,92,142,U,8,,849.266,0.018,,3-,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
9,92,142,U,9,,851.74,0.03,,2+,2.0,1.74,GE,,ps,1.74e-12,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
10,92,142,U,10,,926.72,0.015,,2+,3.0,1.38,,17.0,ps,1.38e-12,1.7e-13,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
