,energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,15.784,,9.989616344671614,,X,L,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
1,89.954,,0.002553812998676,,X,KA2,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
2,93.347,,0.0041310465847234,,X,KA1,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
3,105.566,,0.0014699691230512,,X,KpB1,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
4,106.894,,0.0019653487175194,,X,KB,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
5,108.58,,0.0004953795944682,,X,KpB2,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
