,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,92,142,U,1,43.4981,0.001,2+,0,0.0,,0+,0,43.498,0.001,,,E2,,,,,236.0,,,,,,713.0,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
1,92,142,U,2,143.352,0.004,4+,1,43.4981,0.001,2+,0,99.853,0.003,,,E2,,,,,,,,,,,13.42,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
2,92,142,U,3,296.072,0.004,6+,2,143.352,0.004,4+,0,152.72,0.002,,,E2,,,,,,,,,,,2.14,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
3,92,142,U,4,497.04,0.03,8+,3,296.072,0.004,6+,0,200.97,0.03,,,E2,,,,,,,,,,,0.734,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
4,92,142,U,5,741.2,0.5,10+,4,497.04,0.03,8+,0,244.2,0.5,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
5,92,142,U,6,786.288,0.016,1-,1,43.4981,0.001,2+,0,742.81,0.03,100.0,2.0,E1,,,,,,,,,,,0.00636,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
6,92,142,U,6,786.288,0.016,1-,0,0.0,,0+,1,786.27,0.03,58.0,2.0,(E1),,,,,,,,,,,0.00573,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
7,92,142,U,7,809.907,0.018,0+,1,43.4981,0.001,2+,0,766.38,0.02,100.0,0.7,(E2),,,,,0.067,,,,,,0.0187,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
8,92,142,U,7,809.907,0.018,0+,0,0.0,,0+,1,810.0,0.5,,,E0,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
9,92,142,U,8,849.266,0.018,3-,2,143.352,0.004,4+,0,705.9,0.1,90.0,5.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
10,92,142,U,8,849.266,0.018,3-,1,43.4981,0.001,2+,1,805.8,0.05,100.0,7.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
11,92,142,U,9,851.74,0.03,2+,7,809.907,0.018,0+,0,41.82,0.11,0.24,0.12,[E2],,,,,11000.0,,,,,,863.0,17.0,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
12,92,142,U,9,851.74,0.03,2+,2,143.352,0.004,4+,1,708.3,0.2,31.0,4.0,[E2],,,,,1.0,,,,,,0.0219,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
13,92,142,U,9,851.74,0.03,2+,1,43.4981,0.001,2+,2,808.2,0.1,60.0,6.0,E0+E2,0.45,0.09,,,0.23,,,,,,4.2,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
14,92,142,U,9,851.74,0.03,2+,0,0.0,,0+,3,851.7,0.1,100.0,6.0,[E2],,,,,1.3,,,,,,0.01513,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
15,92,142,U,10,926.72,0.015,2+,2,143.352,0.004,4+,0,783.4,0.1,3.1,0.3,[E2],,,,,0.28,,,,,,0.0179,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
16,92,142,U,10,926.72,0.015,2+,1,43.4981,0.001,2+,1,883.24,0.04,100.0,7.0,E2,,,,,4.9,,,,,,0.01409,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
17,92,142,U,10,926.72,0.015,2+,0,0.0,,0+,2,926.72,0.1,75.0,4.0,(E2),,,,,2.9,,,,,,0.01284,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
18,92,142,U,11,947.64,0.06,4+,2,143.352,0.004,4+,0,804.4,0.3,100.0,34.0,E0+E2,,,,,,,,,,,0.37,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
19,92,142,U,11,947.64,0.06,4+,1,43.4981,0.001,2+,1,904.37,0.15,55.0,4.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
20,92,142,U,12,962.546,0.023,5-,3,296.072,0.004,6+,0,666.5,0.1,62.0,4.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
21,92,142,U,12,962.546,0.023,5-,2,143.352,0.004,4+,1,819.2,0.1,100.0,6.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
22,92,142,U,13,968.425,0.021,3+,2,143.352,0.004,4+,0,825.1,0.2,24.0,2.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
23,92,142,U,13,968.425,0.021,3+,1,43.4981,0.001,2+,1,925.0,0.1,100.0,10.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
24,92,142,U,14,989.43,0.013,2-,10,926.72,0.015,2+,0,62.7,0.01,12.0,3.0,E1,,,7e-05,,,,,,,,0.426,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
25,92,142,U,14,989.43,0.013,2-,8,849.266,0.018,3-,1,140.15,0.02,3.8,0.4,M1+E2,1.2,0.6,,,2.2,,0.0001,,,,5.3,1.8,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
26,92,142,U,14,989.43,0.013,2-,6,786.288,0.016,1-,2,203.12,0.03,9.2,0.8,M1+E2,1.5,0.4,,,1.0,,6e-05,,,,1.4,0.4,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
27,92,142,U,14,989.43,0.013,2-,1,43.4981,0.001,2+,3,946.0,0.03,100.0,7.0,(E1),,,1.69e-07,,,,,,,,0.00412,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
28,92,142,U,15,1023.77,0.03,4+,13,968.425,0.021,3+,0,54.96,0.1,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
29,92,142,U,15,1023.77,0.03,4+,3,296.072,0.004,6+,1,727.8,0.2,1.83,0.17,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
30,92,142,U,15,1023.77,0.03,4+,2,143.352,0.004,4+,2,880.5,0.1,100.0,10.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
