,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,53.2,0.02,0.123,0.002,3.54e-10,53.2,,0.0,E2,,,232.9,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
1,120.9,0.02,0.0342,0.0005,1.66e-10,174.1,3.54e-10,53.2,E2,,,5.04,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
2,454.95,0.05,2.5e-05,7e-06,,508.16,3.54e-10,53.2,E1,,,0.0154,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
3,503.5,0.2,7.9e-07,,,677.6,1.66e-10,174.1,[E2],,,0.0424,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
4,508.2,0.05,1.5e-05,4e-06,,508.16,,0.0,E1,,,0.0123,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
5,581.7,0.2,1.2e-05,5e-06,,634.9,3.54e-10,53.2,E2,,,0.0305,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
6,624.4,0.1,8.4e-07,,,677.6,3.54e-10,53.2,E0+E2+M1,,,5.1,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
7,634.9,0.2,,,,634.9,,0.0,E0,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
8,677.6,0.1,1e-06,,,677.6,,0.0,[E2],,,0.0219,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
9,15.784,,9.989616344671614,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
10,89.954,,0.002553812998676,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
11,93.347,,0.0041310465847234,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
12,105.566,,0.0014699691230512,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
13,106.894,,0.0019653487175194,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
14,108.58,,0.0004953795944682,,,,,,,,,,,92,142,U,,0,,0+,245500.0,,6,Y,7747225326762.336,18934155584.7552,A,100,,4857.5,7,90,140,Th,1-May-2012,E. BROWNE and  J. K. TULI,2024-04-27
