,energy,unc_en,intensity,unc_i,daughter_level_hl,daughter_level_energy,hindrance_factor,unc_hf,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,6208,15,97,0.097,456,0.0,1.1,,85,134,At,,0,,(9/2-),56,,4,s,56,4,A,93.6,1,6342,5,83,132,Bi,23-SEP-2013,D. Abriola and  P. Demetriou and  B. Singh and  R. Gowrishankar and  K. Vijay Sai,2024-04-27
