,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,88,135,Ra,0,,0.0,,,3/2+,1.0,11.43,,5,d,987552.0,4320.0,A,100.0,,14C,8.9e-08,4e-09,14C,7.7e-08,,,0.2692,0.0008,1.22,0.03,1-May-2001,E. BROWNE,2024-04-27
1,88,135,Ra,1,,29.858,0.008,,5/2+,1.0,,,,,,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
2,88,135,Ra,2,,50.128,0.009,,3/2-,1.0,0.63,,7,ns,6.3e-10,7e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
3,88,135,Ra,3,,61.424,0.01,,(7/2)+,1.0,0.6,AP,,ns,6e-10,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
4,88,135,Ra,4,,79.708,0.013,,(5/2)-,1.0,0.24,,8,ns,2.4e-10,8e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
5,88,135,Ra,5,,104.6,0.13,,,,,,,,,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
6,88,135,Ra,6,,123.793,0.018,,7/2-,1.0,0.45,,+10-6,ns,4.5e-10,8e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
7,88,135,Ra,7,,130.141,0.018,,9/2+,1.0,0.3,GT,,ns,3e-10,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
8,88,135,Ra,8,,174.569,0.024,,9/2-,1.0,0.2,,6,ns,2e-10,6e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
9,88,135,Ra,9,,174.58,0.04,,11/2+,1.0,0.14,,5,ns,1.4e-10,5e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
10,88,135,Ra,10,,234.858,0.019,,5/2+,2.0,,,,,,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
11,88,135,Ra,11,,247.39,0.04,,11/2-,1.0,0.15,,5,ns,1.5e-10,5e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
12,88,135,Ra,12,,280.182,0.022,,(7/2)+,2.0,0.075,,25,ns,7.5e-11,2.5e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
13,88,135,Ra,13,,286.087,0.014,,1/2+,1.0,0.77,,7,ns,7.7e-10,7e-11,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
14,88,135,Ra,14,,315.99,0.06,,(13/2-),1.0,,,,,,,,,,,,,,,,,,,,,1-May-2001,E. BROWNE,2024-04-27
