,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,240.986,0.006,4.1,0.05,1.46e-10,240.986,55.6,0.0,E2,,,0.276,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
1,292.7,0.1,0.0062,0.0007,,533.69,1.46e-10,240.986,(E2),,,0.1487,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
2,404.2,0.2,0.0022,0.0005,,645.44,1.46e-10,240.986,[E1],,,0.01719,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
3,422.04,0.1,0.003,0.0005,,663.03,1.46e-10,240.986,[E1],,,0.01567,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
4,645.5,0.1,0.0054,0.0009,,645.44,55.6,0.0,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
5,14.088,,0.370883569840672,0.0155695984727256,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
6,81.07,,0.1292859873976533,0.0025931441566835,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
7,83.789,,0.2132728264560431,0.0041863046370123,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
8,94.878,,0.0739615620820481,0.001802905681258,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
9,96.054,,0.0976292619483035,0.0023509273036188,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
10,97.53,,0.0236676998662553,0.0006852779228465,,,,,,,,,,88,136,Ra,,0,,0+,3.6316,,23,d,313770.24,198.72,A,100,,5788.92,15,86,134,Rn,31-Oct-2010,E. BROWNE and  J. K. TULI,2024-04-27
