,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,88,136,Ra,1,84.372,0.003,2+,0,0.0,,0+,0,84.373,0.003,100.0,,E2,,,,,99.0,,,,,,21.2,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
1,88,136,Ra,2,215.985,0.004,1-,1,84.372,0.003,2+,0,131.613,0.004,51.4,0.6,E1,,,,,,,,,,,0.247,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
2,88,136,Ra,2,215.985,0.004,1-,0,0.0,,0+,1,215.983,0.005,100.0,0.4,E1,,,,,,,,,,,0.0752,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
3,88,136,Ra,3,250.782,0.005,4+,1,84.372,0.003,2+,0,166.41,0.004,100.0,,E2,,,,,140.0,,,,,,1.164,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
4,88,136,Ra,4,290.352,0.021,3-,2,215.985,0.004,1-,0,74.4,0.1,1.4,0.4,[E2],,,,,,,,,,,38.5,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
5,88,136,Ra,4,290.352,0.021,3-,1,84.372,0.003,2+,1,205.936,0.027,100.0,1.0,E1,,,,,,,,,,,0.0841,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
6,88,136,Ra,4,290.352,0.021,3-,0,0.0,,0+,2,290.5,,,,[E3],,,,,,,,,,,1.084,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
7,88,136,Ra,5,433.02,0.07,(5)-,4,290.352,0.021,3-,0,142.66,0.1,56.0,13.0,[E2],,,,,,,,,,,2.14,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
8,88,136,Ra,5,433.02,0.07,(5)-,3,250.782,0.005,4+,1,182.29,0.1,100.0,12.0,[E1],,,,,,,,,,,0.1126,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
9,88,136,Ra,5,433.02,0.07,(5)-,1,84.372,0.003,2+,2,348.5,,,,[E3],,,,,,,,,,,0.508,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
10,88,136,Ra,6,479.12,0.1,6+,3,250.782,0.005,4+,0,228.3,0.1,100.0,,[E2],,,,,157.0,,,,,,0.367,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
11,88,136,Ra,7,640.69,0.18,(7-),6,479.12,0.1,6+,0,160.5,0.5,13.0,4.0,[E1],,,,,,,,,,,0.153,0.0025,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
12,88,136,Ra,7,640.69,0.18,(7-),5,433.02,0.07,(5)-,1,207.8,0.2,100.0,19.0,[E2],,,,,,,,,,,0.51,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
13,88,136,Ra,8,754.88,0.2,8+,7,640.69,0.18,(7-),0,113.9,0.5,11.0,,[E1],,,0.0003,,,,,,,,0.35,0.007,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
14,88,136,Ra,8,754.88,0.2,8+,6,479.12,0.1,6+,1,275.8,0.2,100.0,5.0,[E2],,,,,170.0,,,,,,0.197,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
15,88,136,Ra,9,906.17,0.25,(9-),8,754.88,0.2,8+,0,151.2,0.5,15.0,,[E1],,,,,,,,,,,0.177,0.003,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
16,88,136,Ra,9,906.17,0.25,(9-),7,640.69,0.18,(7-),1,265.5,0.2,100.0,8.0,[E2],,,,,,,,,,,0.223,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
17,88,136,Ra,10,916.38,0.06,0+,2,215.985,0.004,1-,0,700.5,0.5,21.0,2.1,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
18,88,136,Ra,10,916.38,0.06,0+,1,84.372,0.003,2+,1,832.01,0.08,100.0,17.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
19,88,136,Ra,11,965.65,0.06,2+,1,84.372,0.003,2+,0,881.32,0.07,100.0,6.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
20,88,136,Ra,11,965.65,0.06,2+,0,0.0,,0+,1,965.56,0.1,63.0,7.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
21,88,136,Ra,12,992.7,0.06,(2+),3,250.782,0.005,4+,0,741.9,0.2,88.0,19.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
22,88,136,Ra,12,992.7,0.06,(2+),1,84.372,0.003,2+,1,908.1,0.1,100.0,8.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
23,88,136,Ra,12,992.7,0.06,(2+),0,0.0,,0+,2,992.9,1.0,88.0,8.8,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
24,88,136,Ra,13,1053.041,0.023,1-,4,290.352,0.021,3-,0,762.63,0.04,23.4,1.2,(E2),,,,,,,,,,,0.01536,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
25,88,136,Ra,13,1053.041,0.023,1-,2,215.985,0.004,1-,1,837.03,0.07,100.0,5.0,M1+E2,1.6,,,,,,,,,,0.0219,0.0066,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
26,88,136,Ra,13,1053.041,0.023,1-,1,84.372,0.003,2+,2,968.62,0.13,3.4,0.4,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
27,88,136,Ra,13,1053.041,0.023,1-,0,0.0,,0+,3,1053.01,0.08,2.2,0.3,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
28,88,136,Ra,14,1068.5,0.3,10+,8,754.88,0.2,8+,0,313.6,0.2,100.0,,[E2],,,,,,,,,,,0.1332,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
29,88,136,Ra,15,1090.087,0.024,(2 3)-,4,290.352,0.021,3-,0,799.705,0.037,100.0,6.0,M1(+E2),,,,,,,,,,,0.033,0.019,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
30,88,136,Ra,15,1090.087,0.024,(2 3)-,2,215.985,0.004,1-,1,874.1,0.07,39.0,3.0,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
31,88,136,Ra,15,1090.087,0.024,(2 3)-,1,84.372,0.003,2+,2,1005.5,0.5,5.5,0.7,,,,,,,,,,,,,,08-Mar-2022,Balraj Singh and  Sukhjeet Singh,2024-04-27
