,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,91,142,Pa,1,6.677,0.012,1/2-,0,0.0,,3/2-,0,6.68,0.05,100.0,,(M1),,,,,,,,,,,3040.0,80.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
1,91,142,Pa,2,57.111,0.01,7/2-,0,0.0,,3/2-,0,57.116,0.02,100.0,,E2,,,,,,,,,,,175.5,2.5,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
2,91,142,Pa,3,70.546,0.019,5/2-,1,6.677,0.012,1/2-,0,63.94,0.06,100.0,4.0,(E2),,,,,,,,,,,102.0,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
3,91,142,Pa,3,70.546,0.019,5/2-,0,0.0,,3/2-,1,70.49,0.1,100.0,4.0,[M1+E2],,,,,,,,,,,38.0,27.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
4,91,142,Pa,4,86.481,0.008,5/2+,2,57.111,0.01,7/2-,0,29.373,0.01,100.0,3.0,E1,,,3.15e-05,,,,,,,,3.07,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
5,91,142,Pa,4,86.481,0.008,5/2+,0,0.0,,3/2-,1,86.485,0.01,84.8,0.9,E1,,,1.05e-06,,,,,,,,1.43,0.08,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
6,91,142,Pa,5,94.66,0.011,3/2+,4,86.481,0.008,5/2+,0,8.22,0.05,1.0,0.01,(M1),,,,,,,,,,,1640.0,40.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
7,91,142,Pa,5,94.66,0.011,3/2+,1,6.677,0.012,1/2-,1,87.99,0.03,22.0,0.4,[E1],,,,,,,,,,,0.1694,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
8,91,142,Pa,5,94.66,0.011,3/2+,0,0.0,,3/2-,2,94.67,0.05,100.0,1.0,E1,,,,,,,,,,,0.1398,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
9,91,142,Pa,6,103.656,0.018,7/2+,5,94.66,0.011,3/2+,0,9.0,,,,[E2],,,,,,,,,,,420000.0,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
10,91,142,Pa,6,103.656,0.018,7/2+,4,86.481,0.008,5/2+,1,17.4,0.05,,,[M1+E2],,,,,,,,,,,8000.0,7800.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
11,91,142,Pa,6,103.656,0.018,7/2+,2,57.111,0.01,7/2-,2,46.53,0.04,,,[E1],,,,,,,,,,,0.91,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
12,91,142,Pa,7,109.05,0.03,9/2+,6,103.656,0.018,7/2+,0,5.18,,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
13,91,142,Pa,7,109.05,0.03,9/2+,4,86.481,0.008,5/2+,1,22.6,,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
14,91,142,Pa,8,133.2,0.2,(11/2+),7,109.05,0.03,9/2+,0,24.14,0.1,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
15,91,142,Pa,9,163.26,0.05,(11/2-),7,109.05,0.03,9/2+,0,54.4,0.1,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
16,91,142,Pa,9,163.26,0.05,(11/2-),2,57.111,0.01,7/2-,1,106.12,0.05,,,[E2],,,,,,,,,,,9.3,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
17,91,142,Pa,10,169.169,0.009,1/2+,5,94.66,0.011,3/2+,0,74.57,0.1,16.1,0.7,[M1+E2],,,,,,,,,,,29.0,20.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
18,91,142,Pa,10,169.169,0.009,1/2+,1,6.677,0.012,1/2-,1,162.505,0.012,49.9,2.6,(E1),,,,,,,,,,,0.1574,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
19,91,142,Pa,10,169.169,0.009,1/2+,0,0.0,,3/2-,2,169.161,0.01,100.0,1.0,[E1],,,,,,,,,,,0.1431,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
20,91,142,Pa,12,179.1,0.4,(9/2-),3,70.546,0.019,5/2-,0,109.1,0.1,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
21,91,142,Pa,13,201.645,0.016,3/2+,10,169.169,0.009,1/2+,0,32.46,,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
22,91,142,Pa,13,201.645,0.016,3/2+,4,86.481,0.008,5/2+,1,115.44,0.2,1.1,0.5,[M1+E2],,,,,,,,,,,10.0,3.5,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
23,91,142,Pa,13,201.645,0.016,3/2+,3,70.546,0.019,5/2-,2,131.093,0.02,47.2,0.9,E1,,,,,,,,,,,0.262,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
24,91,142,Pa,13,201.645,0.016,3/2+,1,6.677,0.012,1/2-,3,194.95,0.02,100.0,1.3,E1,,,,,,,,,,,0.1024,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
25,91,142,Pa,13,201.645,0.016,3/2+,0,0.0,,3/2-,4,201.673,0.025,21.3,0.5,E1,,,,,,,,,,,0.0946,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
26,91,142,Pa,14,212.348,0.013,5/2+,6,103.656,0.018,7/2+,0,108.7,,41.8,1.8,M1(+E2),0.9,,,,,,,,,,4.4,1.2,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
27,91,142,Pa,14,212.348,0.013,5/2+,5,94.66,0.011,3/2+,1,117.703,0.02,100.0,2.4,M1+E2,0.46,,,,,,,,,,11.5,1.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
28,91,142,Pa,14,212.348,0.013,5/2+,3,70.546,0.019,5/2-,2,141.74,0.1,,,,,,,,,,,,,,,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
29,91,142,Pa,14,212.348,0.013,5/2+,2,57.111,0.01,7/2-,3,155.242,0.02,52.2,1.1,E1,,,,,,,,,,,0.1755,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
30,91,142,Pa,14,212.348,0.013,5/2+,0,0.0,,3/2-,4,212.32,0.02,89.4,1.8,E1,,,,,,,,,,,0.0839,,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
31,91,142,Pa,15,237.904,0.011,5/2+,13,201.645,0.016,3/2+,0,36.24,0.1,1.2,0.24,M1+E2,0.31,0.09,,,,,,,,,210.0,80.0,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
32,91,142,Pa,15,237.904,0.011,5/2+,6,103.656,0.018,7/2+,1,134.276,0.02,17.3,0.7,[M1+E2],0.4,0.004,,,,,,,,,8.0,0.08,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
33,91,142,Pa,15,237.904,0.011,5/2+,5,94.66,0.011,3/2+,2,143.248,0.01,100.0,2.6,M1+E2,0.69,0.19,,,,,,,,,5.8,0.6,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
34,91,142,Pa,15,237.904,0.011,5/2+,4,86.481,0.008,5/2+,3,151.408,0.015,58.7,0.7,M1+E2,0.28,0.12,,,,,,,,,5.9,0.3,8-Oct-2020,B. Singh and  J. K. Tuli and  E. Browne,2024-04-27
