,energy,unc_en,intensity,unc_i,daughter_level_hl,daughter_level_energy,hindrance_factor,unc_hf,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,4074.0,,1.44e-05,2.1e-06,,749.849,13.2,2.0,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
1,4159.0,,,,,664.98,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
2,4167.0,,,,,656.89,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
3,4187.0,,,,,637.384,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
4,4203.0,,,,,620.837,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
5,4219.0,,,,,605.165,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
6,4239.0,,,,,585.237,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
7,4255.0,,,,,569.2721,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
8,4288.0,,,,,536.08,,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
9,4309.0,2.0,0.0009,,,526.516,16.0,,92,141,U,,0,,5/2+,159190.0,,15,Y,5023547045895.301,4733538896.1888,A,100,,4908.7,12,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
