,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,82,125,Pb,1,569.6982,0.002,5/2-,0,0.0,,1/2-,0,569.698,0.002,100.0,,E2,,,,,0.972,,,,,,0.0216,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
1,82,125,Pb,2,897.698,0.017,3/2-,1,569.6982,0.002,5/2-,0,328.1,0.12,0.54,0.04,[M1],,,,,,,0.028,,,,0.334,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
2,82,125,Pb,2,897.698,0.017,3/2-,0,0.0,,1/2-,1,897.77,0.12,100.0,,M1+E2,0.091,0.009,,,0.92,,0.25,,,,0.0233,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
3,82,125,Pb,3,1633.356,0.004,13/2+,1,569.6982,0.002,5/2-,0,1063.656,0.003,100.0,,M4+E5,0.02,0.01,,,,,,,,,0.1257,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
4,82,125,Pb,4,2339.921,0.008,7/2-,2,897.698,0.017,3/2-,0,1442.2,0.2,1.91,0.03,E2,,,,,,,,,,,0.00337,5e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
5,82,125,Pb,4,2339.921,0.008,7/2-,1,569.6982,0.002,5/2-,1,1770.228,0.009,100.0,0.4,M1+E2,0.087,0.005,,,,,,,,,0.00441,7e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
6,82,125,Pb,5,2623.871,0.014,5/2+,2,897.698,0.017,3/2-,0,1726.23,0.02,100.0,1.2,(E1),,,0.00034,,,,,,,,0.001307,1.9e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
7,82,125,Pb,5,2623.871,0.014,5/2+,1,569.6982,0.002,5/2-,1,2054.29,0.02,22.0,1.2,(E1),,,4.5e-05,,,,,,,,0.001301,1.9e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
8,82,125,Pb,6,2662.476,0.013,7/2+,4,2339.921,0.008,7/2-,0,322.5,,2.0,,[E1],,,8e-05,,,,,,,,0.025,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
9,82,125,Pb,6,2662.476,0.013,7/2+,1,569.6982,0.002,5/2-,1,2092.78,0.02,100.0,1.1,E1,,,3e-05,,,,,,,,0.001306,1.9e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
10,82,125,Pb,6,2662.476,0.013,7/2+,0,0.0,,1/2-,2,2662.25,0.04,5.3,1.2,[E3],,,,,,,,,,,0.0024,4e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
11,82,125,Pb,8,2727.892,0.011,9/2+,4,2339.921,0.008,7/2-,0,388.2,0.5,19.5,1.2,(E1),,,,,,,,,,,0.01646,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
12,82,125,Pb,8,2727.892,0.011,9/2+,3,1633.356,0.004,13/2+,1,1094.7,0.1,100.0,1.2,E2,,,,,,,,,,,0.00559,8e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
13,82,125,Pb,8,2727.892,0.011,9/2+,1,569.6982,0.002,5/2-,2,2158.16,0.03,2.4,1.2,[M2],,,,,,,,,,,0.00626,9e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
14,82,125,Pb,13,3175.674,0.013,9/2(+),8,2727.892,0.011,9/2+,0,447.81,0.02,44.0,3.0,(M1),,,,,,,0.089,,,,0.1447,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
15,82,125,Pb,13,3175.674,0.013,9/2(+),4,2339.921,0.008,7/2-,1,835.73,0.02,62.0,3.0,(E1),,,0.00017,,,,,,,,0.00348,5e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
16,82,125,Pb,13,3175.674,0.013,9/2(+),3,1633.356,0.004,13/2+,2,1542.32,0.02,91.0,3.0,(E2),,,,,0.67,,,,,,0.00301,5e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
17,82,125,Pb,13,3175.674,0.013,9/2(+),1,569.6982,0.002,5/2-,3,2605.6,0.1,100.0,3.0,[M2],,,,,,,,,6.1,,0.00425,6e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
18,82,125,Pb,14,3181.49,0.023,1/2 3/2,2,897.698,0.017,3/2-,0,2283.82,0.02,100.0,1.5,D(+Q),,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
19,82,125,Pb,14,3181.49,0.023,1/2 3/2,1,569.6982,0.002,5/2-,1,2612.6,1.0,12.0,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
20,82,125,Pb,14,3181.49,0.023,1/2 3/2,0,0.0,,1/2-,2,3181.3,0.04,34.0,7.0,D(+Q),,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
21,82,125,Pb,15,3202.702,0.025,5/2,2,897.698,0.017,3/2-,0,2305.03,0.04,14.9,0.6,D(+Q),,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
22,82,125,Pb,15,3202.702,0.025,5/2,1,569.6982,0.002,5/2-,1,2632.97,0.03,100.0,0.6,D,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
23,82,125,Pb,16,3218.47,0.03,7/2,1,569.6982,0.002,5/2-,0,2648.75,0.03,100.0,,D,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
24,82,125,Pb,17,3225.542,0.02,11/2+,3,1633.356,0.004,13/2+,0,1592.22,0.02,100.0,0.7,M1,,,,,,,0.015,,,,0.00559,8e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
25,82,125,Pb,17,3225.542,0.02,11/2+,1,569.6982,0.002,5/2-,1,2655.32,0.07,8.7,0.7,(E3),,,,,,,,,,,0.00241,4e-05,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
