,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,82,125,Pb,0,,0.0,,,1/2-,1.0,STABLE,,,,,,,,,,,,,,,,0.5906,0.0004,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
1,82,125,Pb,1,,569.6982,0.002,,5/2-,1.0,130.5,,8,ps,1.305e-10,8e-13,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
2,82,125,Pb,2,,897.698,0.017,,3/2-,1.0,0.115,,15,ps,1.15e-13,1.5e-14,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
3,82,125,Pb,3,,1633.356,0.004,,13/2+,1.0,0.806,,5,s,0.806,0.005,IT,100.0,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
4,82,125,Pb,4,,2339.921,0.008,,7/2-,1.0,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
5,82,125,Pb,5,,2623.871,0.014,,5/2+,1.0,0.09,,4,ps,9e-14,4e-14,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
6,82,125,Pb,6,,2662.476,0.013,,7/2+,1.0,0.66,,11,ps,6.6e-13,1.1e-13,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
7,82,125,Pb,7,,2702.0,5.0,,7/2+ 9/2+,1.0,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
8,82,125,Pb,8,,2727.892,0.011,,9/2+,1.0,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
9,82,125,Pb,9,,2902.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
10,82,125,Pb,10,,2909.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
11,82,125,Pb,11,,3004.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
12,82,125,Pb,12,,3057.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1-Aug-2010,F.G. KONDEV and  S. LALKOVSKI,2024-04-27
