,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,90,144,Th,1,49.55,0.06,2+,0,0.0,,0+,0,49.55,0.06,,,E2,,,,,183.0,,,,,,326.0,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
1,90,144,Th,2,163.05,0.12,4+,1,49.55,0.06,2+,0,113.5,0.1,,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
2,90,144,Th,3,336.45,0.24,6+,2,163.05,0.12,4+,0,173.4,0.2,100.0,,E2,,,,,,,,,,,1.149,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
3,90,144,Th,4,564.7,0.3,8+,3,336.45,0.24,6+,0,228.3,0.2,100.0,,E2,,,,,,,,,,,0.419,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
4,90,144,Th,5,688.38,0.22,(1-),1,49.55,0.06,2+,0,638.7,0.3,59.0,12.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
5,90,144,Th,5,688.38,0.22,(1-),0,0.0,,0+,1,688.5,0.3,100.0,14.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
6,90,144,Th,7,842.5,0.4,10+,4,564.7,0.3,8+,0,277.8,0.2,100.0,,E2,,,,,,,,,,,0.217,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
7,90,144,Th,8,995.0,0.5,(7-),3,336.45,0.24,6+,0,658.4,0.5,100.0,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
8,90,144,Th,10,1164.9,0.6,(12+),7,842.5,0.4,10+,0,322.3,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
9,90,144,Th,11,1194.8,0.5,(9-),8,995.0,0.5,(7-),0,199.7,0.5,60.0,30.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
10,90,144,Th,11,1194.8,0.5,(9-),4,564.7,0.3,8+,1,630.1,0.5,100.0,12.0,E1,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
11,90,144,Th,12,1441.9,0.5,(11-),11,1194.8,0.5,(9-),0,247.1,0.5,100.0,19.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
12,90,144,Th,12,1441.9,0.5,(11-),7,842.5,0.4,10+,1,599.4,0.5,72.0,9.0,E1,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
13,90,144,Th,14,1526.6,0.7,(14+),10,1164.9,0.6,(12+),0,361.8,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
14,90,144,Th,15,1731.0,0.6,(13-),12,1441.9,0.5,(11-),0,289.1,0.5,100.0,40.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
15,90,144,Th,15,1731.0,0.6,(13-),10,1164.9,0.6,(12+),1,566.0,0.5,41.0,13.0,E1,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
16,90,144,Th,16,1896.3,1.5,(1 2+),1,49.55,0.06,2+,0,1847.0,2.0,100.0,17.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
17,90,144,Th,16,1896.3,1.5,(1 2+),0,0.0,,0+,1,1896.0,2.0,64.0,15.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
18,90,144,Th,17,1913.0,1.5,(1 2+),2,163.05,0.12,4+,0,1751.0,2.0,64.0,16.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
19,90,144,Th,17,1913.0,1.5,(1 2+),0,0.0,,0+,1,1912.0,2.0,100.0,20.0,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
20,90,144,Th,18,1923.4,0.8,(16+),14,1526.6,0.7,(14+),0,396.8,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
21,90,144,Th,19,2059.2,0.7,(15-),15,1731.0,0.6,(13-),0,328.2,0.5,100.0,16.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
22,90,144,Th,19,2059.2,0.7,(15-),14,1526.6,0.7,(14+),1,532.7,0.5,10.0,4.0,E1,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
23,90,144,Th,20,2351.0,0.9,(18+),18,1923.4,0.8,(16+),0,427.6,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
24,90,144,Th,21,2422.9,0.8,(17-),19,2059.2,0.7,(15-),0,363.7,0.5,100.0,24.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
25,90,144,Th,21,2422.9,0.8,(17-),18,1923.4,0.8,(16+),1,499.4,0.5,10.0,4.0,E1,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
26,90,144,Th,22,2805.1,1.1,(20+),20,2351.0,0.9,(18+),0,454.1,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
27,90,144,Th,23,2816.6,0.9,(19-),21,2422.9,0.8,(17-),0,393.7,0.5,100.0,30.0,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
28,90,144,Th,23,2816.6,0.9,(19-),20,2351.0,0.9,(18+),1,465.8,0.5,,,,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
29,90,144,Th,24,3238.3,1.1,(21-),23,2816.6,0.9,(19-),0,421.7,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
30,90,144,Th,25,3281.4,1.2,(22+),22,2805.1,1.1,(20+),0,476.3,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
31,90,144,Th,26,3684.3,1.2,(23-),24,3238.3,1.1,(21-),0,446.0,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
32,90,144,Th,27,3775.1,1.3,(24+),25,3281.4,1.2,(22+),0,493.7,0.5,100.0,,E2,,,,,,,,,,,,,1-Jun-2006,E. BROWNE and  J. K. TULI,2024-04-27
