,energy,unc_en,intensity,unc_i,daughter_level_hl,daughter_level_energy,hindrance_factor,unc_hf,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
13,4814.6,1.2,9.3,0.08,,267.92,5.7,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
14,4833.0,,0.29,0.00029,,248.63,244.0,24.4,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
15,4838.0,2.0,5.0,0.2,,243.56,15.3,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
16,4845.3,1.2,56.2,0.2,,236.25,1.5,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
17,4852.0,,0.03,3e-05,,226.9,3300.0,33000.0,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
18,4861.0,2.0,0.28,0.1,,220.55,386.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
19,4865.0,,0.03,3e-05,,216.28,3900.0,39000.0,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
20,4878.0,,0.03,3e-05,,203.47,4600.0,46000.0,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
21,4901.0,1.2,10.2,0.08,,179.75,19.4,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
22,4930.0,2.0,0.16,0.05,,149.96,1925.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
23,4967.5,1.2,5.97,0.06,,111.6,90.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
24,4978.5,1.2,3.17,0.04,,100.5,200.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
25,5009.0,2.0,0.09,0.01,,69.36,11000.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
26,5023.0,2.0,0.009,0.003,,55.16,130000.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
27,5036.0,2.0,0.24,0.02,3e-09,42.77,6024.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
28,5047.0,2.0,0.2,,2.1e-09,31.56,3400.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
29,5053.0,2.0,6.6,0.1,8.8e-10,25.41,280.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
30,5078.0,2.0,0.05,,1278720.0,0.0,53000.0,,90,139,Th,,0,,5/2+,7880,,120,Y,248668576679.78497,3786831116.95104,A,100,,5167.6,10,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
