,energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,0.0076,0.0005,,,,0.0076,248668576679.78497,0.0,,,,,,90,139,Th,,0.0076,0.0005,(3/2+),,,,,,,IT,,,,,90,139,Th,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
1,11.1,0.1,12.312,2.058865707130992,,111.6,,100.5,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
2,11.79,0.2,0.000513,7.0000018797e-06,,604.51,,592.79,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
3,17.36,0.03,0.18468,0.0923743795648988,3e-09,42.77,8.8e-10,25.41,(M1),,,140.6,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
4,19.08,0.2,0.22572,0.0309337162332623,,,,,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
5,21.58,0.02,0.007182,0.0102604680205144,,,,,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
6,23.6,,0.0012312,0.0001039663407069,,55.16,2.1e-09,31.56,(M1+E2),,,241.0,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
7,25.39,0.02,0.008208,0.0041055279806621,8.8e-10,25.41,1278720.0,0.0,(E2),,,7377.0,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
8,27.5,0.02,0.034884,0.0174484939178142,,,,,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
9,28.68,0.1,0.1026,0.0308118224063426,,272.15,,243.56,,,,,,90,139,Th,,0.0,,5/2+,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,5167.6,10.0,88,137,Ra,1-Dec-2008,A. K. Jain (a) and  R. Raut (b) and  J. K. Tuli,2024-04-27
