,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,90,139,Th,0,,0.0,,,5/2+,1.0,7880.0,,120.0,Y,248668576679.78497,3786831116.95104,A,100.0,,,,,,,,,0.46,0.04,3.11,0.06,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
1,90,139,Th,1,,0.0076,0.0005,,(3/2+),1.0,,,,,,,IT,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
2,90,139,Th,2,,29.1927,0.0005,,(5/2+),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
3,90,139,Th,3,,42.4349,0.0002,,7/2+,1.0,0.172,,6.0,ns,1.72e-10,6e-12,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
4,90,139,Th,4,,71.826,0.0005,,(7/2+),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
5,90,139,Th,5,,97.13595,0.00024,,9/2+,1.0,0.147,,12.0,ns,1.47e-10,1.2e-11,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
6,90,139,Th,6,,125.4385,0.001,,(9/2)+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
7,90,139,Th,7,,146.3569,0.0014,,(5/2-),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
8,90,139,Th,8,,148.173,0.0022,,(7/2-),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
9,90,139,Th,9,,163.2542,0.0007,,11/2+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
10,90,139,Th,10,,164.5317,0.0004,,(3/2-),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
11,90,139,Th,11,,173.4837,0.0022,,(9/2-),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
12,90,139,Th,12,,189.99,0.03,,,,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
13,90,139,Th,13,,195.7194,0.0016,,(11/2+),1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
14,90,139,Th,14,,202.4,0.2,,11/2-,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
15,90,139,Th,15,,212.382,0.02,,(5/2+),2.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2008,E. BROWNE and  J. K. TULI,2024-04-27
