,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,82,127,Pb,1,778.89,0.05,11/2+,0.0,0.0,,9/2+,0,778.87,0.05,100.0,,[M1],,,,,,,0.0055,,,,0.0339,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
1,82,127,Pb,2,1422.64,0.09,15/2-,1.0,778.89,0.05,11/2+,0,643.5,0.2,11.0,1.0,[M2],,,,,,,,,0.57,,0.1491,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
2,82,127,Pb,2,1422.64,0.09,15/2-,0.0,0.0,,9/2+,1,1422.7,0.1,100.0,7.0,[E3],,,,,,,,,,,0.00716,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
3,82,127,Pb,3,1567.086,0.02,5/2+,0.0,0.0,,9/2+,0,1567.08,0.02,100.0,,E2,,,,,2.5,,,,,,0.00294,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
4,82,127,Pb,4,2032.21,0.04,1/2+,3.0,1567.086,0.02,5/2+,0,465.128,0.024,100.0,,E2,,,,,2.13,,,,,,0.035,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
5,82,127,Pb,5,2149.43,0.06,1/2-,4.0,2032.21,0.04,1/2+,0,117.21,0.05,100.0,3.0,E1,,,2.32e-05,,,,,,,,0.295,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
6,82,127,Pb,5,2149.43,0.06,1/2-,3.0,1567.086,0.02,5/2+,1,582.4,0.2,0.39,0.05,[M2],,,,,,,,,0.01,,0.2,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
7,82,127,Pb,5,2149.43,0.06,1/2-,0.0,0.0,,9/2+,2,2149.0,1.0,0.00084,,[M4],,,,,,,,,,,0.01529,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
8,82,127,Pb,6,2315.93,0.16,3/2-,4.0,2032.21,0.04,1/2+,0,284.04,0.23,100.0,50.0,[E1],,,,,,,,,,,0.0335,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
9,82,127,Pb,6,2315.93,0.16,3/2-,3.0,1567.086,0.02,5/2+,1,748.3,0.3,57.0,21.0,[E1],,,,,,,,,,,0.00428,,30-Sep-2013,J. CHEN {+#} AND F.G. KONDEV,2024-04-27
