,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,90,142,Th,0,,0.0,,,0+,1.0,14000000000.0,,1.0,Y,4.41796963644288e+17,3155692597459200.0,A,100.0,,SF,1.1e-09,4e-10,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
1,90,142,Th,1,,49.369,0.009,,2+,1.0,345.0,,15.0,ps,3.45e-10,1.5e-11,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
2,90,142,Th,2,,162.12,0.02,,4+,1.0,164.0,,13.0,ps,1.64e-10,1.3e-11,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
3,90,142,Th,3,,333.26,0.08,,6+,1.0,62.0,,4.0,ps,6.2e-11,4e-12,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
4,90,142,Th,4,,556.9,0.1,,8+,1.0,24.0,,1.0,ps,2.4e-11,1e-12,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
5,90,142,Th,5,,714.42,0.09,,1-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
6,90,142,Th,6,,730.6,0.2,,0+,2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
7,90,142,Th,7,,774.15,0.14,,2+,2.0,6.0,,2.0,ps,6e-12,2e-12,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
8,90,142,Th,8,,774.43,0.07,,3-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
9,90,142,Th,9,,785.25,0.08,,2+,3.0,2.3,,3.0,ps,2.3e-12,3e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
10,90,142,Th,10,,826.8,0.1,,10+,1.0,10.3,,6.0,ps,1.03e-11,6e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
11,90,142,Th,11,,829.6,0.2,,(3+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
12,90,142,Th,12,,873.0,0.3,,4+,2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
13,90,142,Th,13,,883.8,0.1,,5-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
14,90,142,Th,14,,890.1,0.2,,4+,3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
15,90,142,Th,15,,960.24,0.15,,(5+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
16,90,142,Th,16,,1023.3,0.1,,6+,2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
17,90,142,Th,17,,1042.9,0.1,,7-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
18,90,142,Th,18,,1050.9,0.1,,6+,3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
19,90,142,Th,19,,1053.9,0.1,,(2+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
20,90,142,Th,20,,1072.4,0.3,,(2+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
21,90,142,Th,21,,1077.9,0.2,,(1-),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
22,90,142,Th,22,,1078.6,0.1,,(0+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
23,90,142,Th,23,,1094.4,0.2,,(2)+,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
24,90,142,Th,24,,1105.7,0.1,,3-,2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
25,90,142,Th,25,,1121.68,0.08,,2+,4.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
26,90,142,Th,26,,1137.1,0.5,,12+,1.0,5.5,,4.0,ps,5.5e-12,4e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
27,90,142,Th,27,,1143.3,0.2,,(4-),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
28,90,142,Th,28,,1146.3,1.5,,(7+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
29,90,142,Th,29,,1148.3,0.2,,(4+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
30,90,142,Th,30,,1182.6,0.2,,3-,3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
31,90,142,Th,31,,1208.8,0.1,,(5-),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
32,90,142,Th,32,,1218.1,0.3,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
33,90,142,Th,33,,1222.1,0.1,,(8+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
34,90,142,Th,34,,1249.6,0.1,,9-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
35,90,142,Th,35,,1258.7,1.0,,(8+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
36,90,142,Th,36,,1293.0,0.3,,(5-),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
37,90,142,Th,37,,1303.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
38,90,142,Th,38,,1322.3,0.3,,2+,5.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
39,90,142,Th,39,,1327.4,0.2,,2+,6.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
40,90,142,Th,40,,1352.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
41,90,142,Th,41,,1370.0,,,(9+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
42,90,142,Th,42,,1387.1,0.1,,2+,7.0,0.4,,1.0,ps,4e-13,1e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
43,90,142,Th,43,,1413.8,0.2,,4+,4.0,2.2,,5.0,ps,2.2e-12,5e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
44,90,142,Th,44,,1419.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
45,90,142,Th,45,,1450.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
46,90,142,Th,46,,1466.4,0.1,,4+,5.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
47,90,142,Th,47,,1469.3,,,(10+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
48,90,142,Th,48,,1477.0,0.2,,2+,8.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
49,90,142,Th,49,,1480.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
50,90,142,Th,50,,1482.2,0.6,,14+,1.0,3.1,,2.0,ps,3.1e-12,2e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
51,90,142,Th,51,,1484.9,0.2,,(5+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
52,90,142,Th,52,,1489.4,0.4,,(1 2+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
53,90,142,Th,53,,1490.0,,,(5+),3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
54,90,142,Th,54,,1498.7,0.5,,11-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
55,90,142,Th,55,,1511.9,,,(10+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
56,90,142,Th,56,,1519.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
57,90,142,Th,57,,1553.8,0.1,,2+,9.0,110.0,,10.0,fs,1.1e-13,1e-14,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
58,90,142,Th,58,,1561.4,0.5,,(1 2+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
59,90,142,Th,59,,1573.0,1.5,,(1 2+),3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
60,90,142,Th,60,,1573.7,0.7,,(6+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
61,90,142,Th,61,,1578.5,0.4,,(2+),3.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
62,90,142,Th,62,,1609.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
63,90,142,Th,63,,1618.0,0.7,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
64,90,142,Th,64,,1640.0,,,(11+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
65,90,142,Th,65,,1647.6,0.8,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
66,90,142,Th,66,,1690.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
67,90,142,Th,67,,1727.6,0.7,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
68,90,142,Th,68,,1738.1,1.0,,(1 2+),4.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
69,90,142,Th,69,,1755.0,,,(12+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
70,90,142,Th,70,,1783.0,1.0,,(8)+,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
71,90,142,Th,71,,1784.7,0.6,,13-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
72,90,142,Th,72,,1791.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
73,90,142,Th,73,,1801.0,,,(12+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
74,90,142,Th,74,,1858.5,0.7,,16+,1.0,2.3,,2.0,ps,2.3e-12,2e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
75,90,142,Th,75,,2043.2,1.5,,1+,1.0,6.1,,4.0,fs,6.1e-15,4e-16,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
76,90,142,Th,76,,2080.0,,,(14+),1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
77,90,142,Th,77,,2101.6,0.7,,15-,1.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
78,90,142,Th,78,,2117.0,,,(14+),2.0,,,,,,,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
79,90,142,Th,79,,2248.2,1.5,,1+,2.0,13.0,,2.0,fs,1.3e-14,2e-15,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
80,90,142,Th,80,,2262.4,0.9,,18+,1.0,1.4,,2.0,ps,1.4e-12,2e-13,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
81,90,142,Th,81,,2274.0,4.0,,1+,3.0,25.0,,6.0,fs,2.5e-14,6e-15,,,,,,,,,,,,,,,1-Nov-2004,E. BROWNE,2024-04-27
