,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,91,140,Pa,0,,0.0,,,3/2-,1.0,32570.0,,130,Y,1027809078992.4614,4102400376.69696,A,100.0,,SF,3e-10,,,,,,1.99,0.02,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
1,91,140,Pa,1,,9.183,0.018,,1/2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
2,91,140,Pa,2,,58.5696,0.0024,,7/2-,1.0,274.0,,10,ps,2.74e-10,1e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
3,91,140,Pa,3,,77.692,0.017,,5/2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
4,91,140,Pa,4,,84.2152,0.002,,5/2+,1.0,45.1,,13,ns,4.51e-08,1.3e-09,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
5,91,140,Pa,5,,101.408,0.004,,7/2+,1.0,0.7,,2,ns,7e-10,2e-10,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
6,91,140,Pa,6,,102.2685,0.0021,,3/2+,1.0,0.7,,2,ns,7e-10,2e-10,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
7,91,140,Pa,7,,111.648,0.012,,(9/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
8,91,140,Pa,8,,134.0,5.0,,(11/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
9,91,140,Pa,9,,168.77,0.05,,11/2-,1.0,154.0,,12,ps,1.54e-10,1.2e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
10,91,140,Pa,10,,171.74,0.11,,(11/2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
11,91,140,Pa,11,,174.16,0.005,,(5/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
12,91,140,Pa,12,,183.4954,0.0025,,5/2+,2.0,0.19,LE,,ns,1.9e-10,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
13,91,140,Pa,13,,189.14,0.08,,(13/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
14,91,140,Pa,14,,193.21,0.11,,(9/2-),1.0,13.6,,19,ps,1.36e-11,1.9e-12,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
15,91,140,Pa,15,,218.244,0.013,,(7/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
16,91,140,Pa,16,,247.32,0.006,,7/2+,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
17,91,140,Pa,17,,273.717,0.015,,(1/2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
18,91,140,Pa,18,,274.96,0.17,,(9/2-),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
19,91,140,Pa,19,,287.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
20,91,140,Pa,20,,296.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
21,91,140,Pa,21,,300.98,0.11,,(15/2+),1.0,82.0,,20,ps,8.2e-11,2e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
22,91,140,Pa,22,,304.7,0.3,,(9/2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
23,91,140,Pa,23,,311.78,0.17,,(5/2+),1.0,0.12,,+17-6,ns,1.2e-10,1.15e-10,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
24,91,140,Pa,24,,316.83,0.09,,(17/2+),1.0,77.0,,+27-18,ps,7.7e-11,2.25e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
25,91,140,Pa,25,,317.94,0.04,,(3/2+),1.0,0.07,,+11-3,ns,7e-11,7e-11,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
26,91,140,Pa,26,,320.208,0.02,,3/2-,2.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
27,91,140,Pa,27,,328.88,0.07,,(15/2-),1.0,74.0,,7,ps,7.4e-11,7e-12,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
28,91,140,Pa,28,,344.55,0.19,,(11/2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Aug-2022,Balraj Singh and  Jagdish K. Tuli and  and Edgardo Browne,2024-04-27
