,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,82,128,Pb,0,,0.0,,,0+,1.0,22.2,,22.0,Y,700563756.6359425,6942523.71441024,B-,100.0,,A,1.9e-06,4e-07,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
1,82,128,Pb,1,,799.7,0.1,,2+,1.0,17.0,,5.0,ps,1.7e-11,5e-12,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
2,82,128,Pb,2,,1097.7,1.0,,4+,1.0,0.6,,1.0,ns,6e-10,1e-10,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
3,82,128,Pb,3,,1195.0,4.0,,6+,1.0,49.0,,6.0,ns,4.9e-08,6e-09,,,,,,,,,,,-1.87,0.09,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
4,82,128,Pb,4,,1278.0,5.0,,8+,1.0,201.0,,17.0,ns,2.01e-07,1.7e-08,,,,,,,,,,,-2.5,0.06,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
5,82,128,Pb,5,,1806.0,5.0,,(10+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
6,82,128,Pb,6,,1870.0,10.0,,3-,1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
7,82,128,Pb,7,,2003.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
8,82,128,Pb,8,,2038.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
9,82,128,Pb,9,,2118.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
10,82,128,Pb,10,,2209.0,13.0,,(2+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
11,82,128,Pb,11,,2414.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
12,82,128,Pb,12,,2454.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
13,82,128,Pb,13,,2512.0,5.0,,(11-),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
14,82,128,Pb,14,,2518.0,10.0,,(6+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
15,82,128,Pb,15,,2701.0,15.0,,(4+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
16,82,128,Pb,16,,2790.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
17,82,128,Pb,17,,2828.0,10.0,,3-,2.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
18,82,128,Pb,18,,2861.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
19,82,128,Pb,19,,2901.0,15.0,,(5-),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
20,82,128,Pb,20,,2986.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
21,82,128,Pb,21,,3070.0,12.0,,(2+),2.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
22,82,128,Pb,22,,3120.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
23,82,128,Pb,23,,3150.0,15.0,,(6+),2.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
24,82,128,Pb,24,,3152.0,5.0,,(13-),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
25,82,128,Pb,25,,3194.0,10.0,,(4+),2.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
26,82,128,Pb,26,,3215.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
27,82,128,Pb,27,,3223.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
28,82,128,Pb,28,,3281.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
29,82,128,Pb,29,,3312.0,15.0,,(8+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
30,82,128,Pb,30,,3365.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
31,82,128,Pb,31,,3420.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
32,82,128,Pb,32,,3460.0,32.0,,(4+),3.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
33,82,128,Pb,33,,3560.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
34,82,128,Pb,34,,3625.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
35,82,128,Pb,35,,3657.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
36,82,128,Pb,36,,3702.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
37,82,128,Pb,37,,3755.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
38,82,128,Pb,38,,3792.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
39,82,128,Pb,39,,3829.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
40,82,128,Pb,40,,3880.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
41,82,128,Pb,41,,4055.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
42,82,128,Pb,42,,4080.0,10.0,,(2+),3.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
43,82,128,Pb,43,,4105.0,28.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
44,82,128,Pb,44,,4128.0,10.0,,(2+),4.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
45,82,128,Pb,45,,4133.0,5.0,,(14+),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
46,82,128,Pb,46,,4185.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
47,82,128,Pb,47,,4255.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
48,82,128,Pb,48,,4285.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
49,82,128,Pb,49,,4390.0,10.0,,(9-),1.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
50,82,128,Pb,50,,4470.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
51,82,128,Pb,51,,4570.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
52,82,128,Pb,52,,4586.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
53,82,128,Pb,53,,4675.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
54,82,128,Pb,54,,4754.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
55,82,128,Pb,55,,4949.0,15.0,,(11-),2.0,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
56,82,128,Pb,56,,5165.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
57,82,128,Pb,57,,5396.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
58,82,128,Pb,58,,5445.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
59,82,128,Pb,59,,5492.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
60,82,128,Pb,60,,5544.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
61,82,128,Pb,61,,5557.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
62,82,128,Pb,62,,5599.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
63,82,128,Pb,63,,5688.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
64,82,128,Pb,64,,5741.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
65,82,128,Pb,65,,5839.0,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-2014,M. SHAMSUZZOHA BASUNIA,2024-04-27
