,mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,max_energy,unc_me.1,log_ft,unc_lf,transition_type,anti_nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,,,14.8,1.6,,2001.2,1535,15,5.2,,,1381,9,83,132,Bi,X,1347.5,,(25/2:29/2)(-),36.9,,6,s,36.9,0.6,B-,23.1,0.5,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
1,,,6.8,0.9,,2159.4,1377,15,5.4,,,1223,10,83,132,Bi,X,1347.5,,(25/2:29/2)(-),36.9,,6,s,36.9,0.6,B-,23.1,0.5,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
2,249.2,5.5,5.7,0.0,,1398.8,790,15,5.7,,,541,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
3,287.5,5.6,4.2,0.0,,1294.43,895,15,6.0,,,607,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
4,331.9,5.8,0.4,0.0,,1176.1,1013,15,7.2,,,681,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
5,369.6,5.9,1.5,0.0,,1077.6,1111,15,6.8,,,742,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
6,464.4,6.0,3.1,0.0,,835.7,1353,15,6.8,,,889,9,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
7,527.7,6.1,1.1,0.0,,677.6,1511,15,7.4,,,984,11,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
8,555.5,6.1,1.4,0.0,,609.0,1580,15,7.4,,,1025,9,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
9,592.7,6.2,0.7,0.0,,517.53,1671,15,7.8,,,1078,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
10,640.3,6.2,1.0,0.0,,401.6,1787,15,7.7,,1U,1179,11,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
11,685.0,6.3,71.0,9.0,,293.53,1895,15,6.0,0.1,1NU,1210,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
12,694.3,6.3,0.4,,,271.11,1918,15,8.2,,1NU,1223,10,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
13,807.6,6.3,10.0,10.0,,0.0,2189,15,6.9,,1NU,1381,9,83,132,Bi,,0.0,,(9/2-),7.6,,2,m,456.0,12.0,B-,100.0,,2171,6,84,131,Po,23-SEP-2013,J.K. Tuli and  B. Singh and  S. Bhattacharya and  S. Dasgupta and  J.Y. Lee,2024-04-27
