,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,84,132,Po,1,549.76,0.04,2+,0,0.0,,0+,0,549.76,0.04,100,,(E2),,,,,,,,,,,0.0257,,1-Mar-2007,S. -C. WU,2024-04-27
1,84,132,Po,2,968.94,0.09,(4+),1,549.76,0.04,2+,0,419.18,0.08,100,,(E2),,,,,,,,,,,0.0497,,1-Mar-2007,S. -C. WU,2024-04-27
2,84,132,Po,3,1328.4,0.4,(6+),2,968.94,0.09,(4+),0,359.5,,100,,(E2),,,,,,,,,,,0.0749,,1-Mar-2007,S. -C. WU,2024-04-27
3,84,132,Po,4,1551.8,0.5,(8+),3,1328.4,0.4,(6+),0,223.4,,100,,(E2),,,,,,,,,,,0.322,,1-Mar-2007,S. -C. WU,2024-04-27
4,84,132,Po,5,1699.6,0.6,,4,1551.8,0.5,(8+),0,147.8,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
5,84,132,Po,6,1803.0,0.6,,4,1551.8,0.5,(8+),0,251.2,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
6,84,132,Po,7,1874.2,0.6,,4,1551.8,0.5,(8+),0,322.4,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
7,84,132,Po,8,1980.5,,,4,1551.8,0.5,(8+),0,428.7,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
8,84,132,Po,9,2038.7,0.6,,4,1551.8,0.5,(8+),0,486.9,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
9,84,132,Po,10,2233.8,0.6,,4,1551.8,0.5,(8+),0,682.0,,100,,,,,,,,,,,,,,,1-Mar-2007,S. -C. WU,2024-04-27
