,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,82,126,Pb,0,,0.0,,,0+,1.0,STABLE,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
1,82,126,Pb,1,,2614.522,0.01,,3-,1.0,16.7,,3,ps,1.67e-11,3e-13,,,,,,,,,,,1.7,0.4,-0.34,0.15,1-Jun-2007,M. J. MARTIN,2024-04-27
2,82,126,Pb,2,,3197.711,0.01,,5-,1.0,294,,15,ps,2.94e-10,1.5e-11,,,,,,,,,,,0.11,0.04,,,1-Jun-2007,M. J. MARTIN,2024-04-27
3,82,126,Pb,3,,3475.078,0.011,,4-,1.0,4,,3,ps,4e-12,3e-12,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
4,82,126,Pb,4,,3708.451,0.012,,5-,2.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
5,82,126,Pb,5,,3919.966,0.013,,6-,1.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
6,82,126,Pb,6,,3946.578,0.014,,4-,2.0,430,GT,,fs,4.3e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
7,82,126,Pb,7,,3961.162,0.013,,5-,3.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
8,82,126,Pb,8,,3995.438,0.013,,4-,3.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
9,82,126,Pb,9,,4037.443,0.014,,7-,1.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
10,82,126,Pb,10,,4051.134,0.013,,3-,2.0,326,,+28-21,fs,3.26e-13,2.45e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
11,82,126,Pb,11,,4085.52,0.04,,2+,1.0,0.80,,4,fs,8e-16,4e-17,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
12,82,126,Pb,12,,4125.347,0.012,,5-,4.0,490,GT,,fs,4.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
13,82,126,Pb,13,,4144.0,5.0,,+,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
14,82,126,Pb,14,,4180.414,0.014,,5-,5.0,319,,35,fs,3.19e-13,3.5e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
15,82,126,Pb,15,,4206.277,0.014,,6-,2.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
16,82,126,Pb,16,,4229.59,0.017,,2-,1.0,333,,28,fs,3.33e-13,2.8e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
17,82,126,Pb,17,,4254.795,0.017,,3-,3.0,97,,7,fs,9.7e-14,7e-15,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
18,82,126,Pb,18,,4261.871,0.013,,4-,4.0,520,GT,,fs,5.2e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
19,82,126,Pb,19,,4296.56,0.013,,5-,6.0,201,,+49-35,fs,2.01e-13,4.2e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
20,82,126,Pb,20,,4323.946,0.014,,4+,1.0,11.7,,+15-18,ps,1.17e-11,1.65e-12,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
21,82,126,Pb,21,,4358.67,0.013,,4-,5.0,194,,21,fs,1.94e-13,2.1e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
22,82,126,Pb,22,,4383.285,0.017,,6-,3.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
23,82,126,Pb,23,,4423.647,0.015,,6+,1.0,110,GT,,fs,1.1e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
24,82,126,Pb,24,,4447.0,5.0,,-,1.0,,,,,,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
25,82,126,Pb,25,,4480.746,0.016,,6-,4.0,97,,7,fs,9.7e-14,7e-15,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
26,82,126,Pb,26,,4610.748,0.016,,8+,1.0,3.2,,5,ns,3.2e-09,5e-10,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
27,82,126,Pb,27,,4680.266,0.022,,7-,2.0,690,GT,,fs,6.9e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
28,82,126,Pb,28,,4698.323,0.017,,3-,4.0,139,,+42-28,fs,1.39e-13,3.5e-14,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
29,82,126,Pb,29,,4708.727,0.021,,5-,7.0,0.24,,+20-9,ps,2.4e-13,1.45e-13,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
30,82,126,Pb,30,,4711.817,0.021,,4-,6.0,340,GT,,fs,3.4e-13,,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
31,82,126,Pb,31,,4761.956,0.023,,6-,5.0,0.26,,+18-9,ps,2.6e-13,1.35e-13,,,,,,,,,,,,,,,1-Jun-2007,M. J. MARTIN,2024-04-27
