,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,81,125,Tl,0,,0.0,,,0-,1.0,4.202,,11.0,m,252.12,0.66,B-,100.0,,,,,,,,,4.27,0.06,,,31-Jan-2008,F.G. KONDEV,2024-04-27
1,81,125,Tl,1,,265.832,0.005,,2-,1.0,2.29,,14.0,ns,2.29e-09,1.4e-10,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
2,81,125,Tl,2,,304.896,0.006,,1-,1.0,4.2,,14.0,ps,4.2e-12,1.4e-12,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
3,81,125,Tl,3,,635.02,0.05,,2-,2.0,4.0,,9.0,ps,4e-12,9e-13,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
4,81,125,Tl,4,,649.42,0.05,,1-,2.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
5,81,125,Tl,5,,801.36,0.04,,(3)-,1.0,2.4,,7.0,ps,2.4e-12,7e-13,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
6,81,125,Tl,6,,939.91,0.05,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
7,81,125,Tl,7,,952.17,0.06,,4-,1.0,42.0,,10.0,ps,4.2e-11,1e-11,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
8,81,125,Tl,8,,998.17,0.07,,2- 3-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
9,81,125,Tl,9,,1079.6,0.7,,(1- 2),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
10,81,125,Tl,10,,1117.5,0.6,,1- 2-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
11,81,125,Tl,11,,1206.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
12,81,125,Tl,12,,1257.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
13,81,125,Tl,13,,1333.0,4.0,,1- 2-,2.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
14,81,125,Tl,14,,1360.3,0.3,,(0 1 2)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
15,81,125,Tl,15,,1400.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
16,81,125,Tl,16,,1405.47,0.07,,(5)+,1.0,78.0,,1.0,ns,7.8e-08,1e-09,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
17,81,125,Tl,17,,1453.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
18,81,125,Tl,18,,1473.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
19,81,125,Tl,19,,1489.8,0.4,,(1 2 3)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
20,81,125,Tl,20,,1621.7,0.11,,(7)+,1.0,10.1,,6.0,ns,1.01e-08,6e-10,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
21,81,125,Tl,21,,1631.0,4.0,,(2-),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
22,81,125,Tl,22,,1649.0,5.0,,(1 2)-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
23,81,125,Tl,23,,1710.53,0.18,,(5 6)+,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
24,81,125,Tl,24,,1800.0,5.0,,(3+),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
25,81,125,Tl,25,,1844.0,4.0,,1- 2-,3.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
26,81,125,Tl,26,,1983.0,6.0,,(5)+,2.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
27,81,125,Tl,27,,1988.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
28,81,125,Tl,28,,2058.0,6.0,,2- 3-,2.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
29,81,125,Tl,29,,2078.9,0.18,,(8+),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
30,81,125,Tl,30,,2126.0,6.0,,5+ 6+,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
31,81,125,Tl,31,,2170.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
32,81,125,Tl,32,,2217.0,7.0,,2- 3- 4-,1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
33,81,125,Tl,33,,2243.0,7.0,,(5+ 6+ 7+),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
34,81,125,Tl,34,,2264.0,10.0,,5+ 6+,2.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
35,81,125,Tl,35,,2326.16,0.19,,(8+ 9+),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
36,81,125,Tl,36,,2347.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
37,81,125,Tl,37,,2411.0,7.0,,(5+ 6+),1.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
38,81,125,Tl,38,,2442.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
39,81,125,Tl,39,,2462.0,7.0,,2- 3-,3.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
40,81,125,Tl,40,,2495.0,7.0,,1- 2-,4.0,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
41,81,125,Tl,41,,2530.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,31-Jan-2008,F.G. KONDEV,2024-04-27
