,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,89,138,Ac,0,,0.0,,,3/2-,1.0,21.772,,3.0,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,A,1.38,0.0036,,,,,1.1,,1.74,0.1,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
1,89,138,Ac,1,,27.369,0.011,,3/2+,1.0,38.3,,3.0,ns,3.83e-08,3e-10,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
2,89,138,Ac,2,,29.978,0.011,,5/2-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
3,89,138,Ac,3,,46.354,0.013,,5/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
4,89,138,Ac,4,,74.149,0.017,,7/2-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
5,89,138,Ac,5,,84.544,0.014,,7/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
6,89,138,Ac,6,,109.992,0.021,,9/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
7,89,138,Ac,7,,126.848,0.022,,9/2-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
8,89,138,Ac,8,,148.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
9,89,138,Ac,9,,160.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
10,89,138,Ac,10,,187.34,0.03,,11/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
11,89,138,Ac,11,,198.69,0.06,,11/2-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
12,89,138,Ac,12,,210.84,0.07,,13/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
13,89,138,Ac,13,,227.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
14,89,138,Ac,14,,249.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
15,89,138,Ac,15,,271.32,0.07,,(13/2-),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
16,89,138,Ac,16,,273.19,0.04,,(5/2)-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
17,89,138,Ac,17,,304.73,0.06,,(5/2+),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
18,89,138,Ac,18,,317.0,2.0,,(7/2-),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
19,89,138,Ac,19,,330.04,0.01,,3/2-,2.0,70.0,LT,,ps,7e-11,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
20,89,138,Ac,20,,342.0,5.0,,(7/2+),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
21,89,138,Ac,21,,354.5,0.04,,1/2-,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
22,89,138,Ac,22,,372.0,2.0,,(9/2-),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
23,89,138,Ac,23,,387.202,0.015,,7/2-,2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
24,89,138,Ac,24,,403.0,5.0,,(9/2+),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
25,89,138,Ac,25,,425.59,0.05,,5/2+,2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
26,89,138,Ac,26,,428.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
27,89,138,Ac,27,,435.19,0.04,,1/2+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
28,89,138,Ac,28,,437.94,0.05,,(5/2-),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
29,89,138,Ac,29,,469.27,0.09,,9/2+,2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
30,89,138,Ac,30,,501.29,0.08,,(3/2- 5/2-),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
31,89,138,Ac,31,,514.36,0.09,,(3/2 5/2)+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
32,89,138,Ac,32,,527.0,3.0,,(13/2+),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
33,89,138,Ac,33,,537.02,0.1,,(3/2+),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
34,89,138,Ac,34,,549.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
35,89,138,Ac,35,,562.78,0.14,,(3/2+ 5/2),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
36,89,138,Ac,36,,577.0,,,(9/2-),2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
37,89,138,Ac,37,,592.0,2.0,,(13/2)+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
38,89,138,Ac,38,,639.09,0.15,,1/2+,2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
39,89,138,Ac,39,,656.4,0.4,,(7/2+),2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
40,89,138,Ac,40,,669.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
41,89,138,Ac,41,,698.56,0.15,,(3/2)+,1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
42,89,138,Ac,42,,725.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
43,89,138,Ac,43,,790.13,0.17,,(1/2- 3/2 5/2),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
44,89,138,Ac,44,,816.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
45,89,138,Ac,45,,863.64,0.22,,(1/2 3/2 5/2),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
46,89,138,Ac,46,,874.68,0.18,,(1/2+ 3/2 5/2),1.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
47,89,138,Ac,47,,895.0,2.0,,(3/2)+,2.0,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
48,89,138,Ac,48,,920.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
49,89,138,Ac,49,,950.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
50,89,138,Ac,50,,992.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
51,89,138,Ac,51,,1070.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
52,89,138,Ac,52,,1091.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
53,89,138,Ac,53,,1117.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
54,89,138,Ac,54,,1148.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
55,89,138,Ac,55,,1183.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
56,89,138,Ac,56,,1215.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
57,89,138,Ac,57,,1274.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
58,89,138,Ac,58,,1311.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
59,89,138,Ac,59,,1385.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
60,89,138,Ac,60,,1438.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
61,89,138,Ac,61,,1483.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
62,89,138,Ac,62,,1550.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
63,89,138,Ac,63,,1591.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
64,89,138,Ac,64,,1629.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
