,z,n,symbol,start_level_idx,start_level_energy,unc_sle,start_level_jp,end_level_idx,end_level_energy,unc_ele,end_level_jp,gamma_idx,energy,unc_en,relative_intensity,unc_ri,multipolarity,mixing_ratio,unc_mr,b_e1,unc_be1,b_e2,unc_be2,b_m1,unc_bm1,b_m2,unc_bm2,tot_conv_coeff,tce_unc,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,89,138,Ac,1,27.369,0.011,3/2+,0,0.0,,3/2-,0,27.36,0.02,100.0,,E1(+M2),0.002,,3.9e-05,,,,,,,,4.5,0.4,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
1,89,138,Ac,2,29.978,0.011,5/2-,0,0.0,,3/2-,0,29.97,0.02,100.0,,M1+E2,0.22,0.03,,,,,,,,,270.0,50.0,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
2,89,138,Ac,3,46.354,0.013,5/2+,2,29.978,0.011,5/2-,0,16.5,0.1,119.0,5.0,[E1],,,,,,,,,,,8.58,0.12,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
3,89,138,Ac,3,46.354,0.013,5/2+,1,27.369,0.011,3/2+,1,19.6,,186.0,53.0,[M1],,,,,,,,,,,112.8,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
4,89,138,Ac,3,46.354,0.013,5/2+,0,0.0,,3/2-,2,46.35,0.02,100.0,5.0,(E1),,,,,,,,,,,0.879,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
5,89,138,Ac,4,74.149,0.017,7/2-,2,29.978,0.011,5/2-,0,44.14,0.02,100.0,8.0,[M1],,,,,,,,,,,37.4,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
6,89,138,Ac,4,74.149,0.017,7/2-,0,0.0,,3/2-,1,74.15,0.04,40.2,1.5,[E2],,,,,,,,,,,42.5,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
7,89,138,Ac,5,84.544,0.014,7/2+,3,46.354,0.013,5/2+,0,38.2,0.02,100.0,3.0,M1+E2,0.19,0.09,,,,,,,,,92.0,38.0,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
8,89,138,Ac,5,84.544,0.014,7/2+,2,29.978,0.011,5/2-,1,54.6,0.02,48.0,3.0,[E1],,,,,,,,,,,0.569,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
9,89,138,Ac,5,84.544,0.014,7/2+,1,27.369,0.011,3/2+,2,57.19,0.03,22.6,1.5,(E2),,,,,,,,,,,148.0,,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
