,energy,unc_en,intensity,unc_i,type,shell,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,12.12,,0.10460925299664,,AU,L,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
1,13.113,,3.662521647596,0.2046568905480512,AU,L,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
2,38.921,,0.0001436488137623,,AU,KLX,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
3,50.461,,0.000414529434,,AU,K,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
4,67.465,,0.0002502592574257,,AU,KLL,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
5,96.374,,2.06213628118e-05,,AU,KXY,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
6,3.87,,0.0019,0.0024001874926763,CE,K,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
7,4.025,,6.8319756,0.3079989966496806,CE,L,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
8,4.114999999999999,,26.84,1.5400003092778909,CE,M,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
9,5.72,,0.006,0.0063245553203367,CE,K,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
10,6.87,,0.00023,0.0002507987240796,CE,K,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
11,7.967,,7.15,0.4400000768181751,CE,N,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
12,8.125,,0.101219759,0.0050399892964538,CE,L,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
13,8.248,,0.576,,CE,M,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,A,1.38,0.0036,5042.27,14,87,136,Fr,1-May-2001,E. BROWNE,2024-04-27
