,mean_energy,unc_me,intensity_beta,unc_ib,daughter_level_hl,daughter_level_energy,max_energy,unc_me.1,log_ft,unc_lf,transition_type,anti_nu_mean_energy,unc_ame,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
0,1.73,0.2,0.299999,1.1e-05,,37.9,6.9,0.8,6.9,,A,5.0,0.6,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
1,5.11,0.21,10.0,1.0,,24.5,20.3,0.8,6.8,0.068,1NU,14.9,0.6,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
2,8.98,0.21,35.0,3.0,,9.3,35.5,0.8,7.0,0.07,1NU,26.2,0.6,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
3,11.37,0.21,54.0,5.0,1613952.0,0.0,44.8,0.8,7.1,0.071,1NU,33.1,0.6,89,138,Ac,,0,,3/2-,21.772,,3,Y,687057392.318817,94670.777923776,B-,98.62,0.0036,44.8,8,90,137,Th,15-Jan-2016,ICTP-2014 Workshop Group,2024-04-27
