,z,n,symbol,idx,energy_shift,energy,unc_e,ripl_shift,jp,jp_order,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hl.1,decay_1,decay_1_%,unc_1,decay_2,decay_2_%,unc_2,decay_3,decay_3_%,unc_3,isospin,magnetic_dipole,unc_mn,electric_quadrupole,unc_eq,ENSDF_publication_cut-off,ENSDF_authors,Extraction_date
0,84,127,Po,0,,0.0,,,9/2+,1.0,0.516,,3.0,s,0.516,0.003,A,100.0,,,,,,,,,-1.2,0.08,-0.77,0.15,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
1,84,127,Po,1,,687.2,0.4,,11/2+,1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
2,84,127,Po,2,,1050.9,0.5,,5/2+,1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
3,84,127,Po,3,,1064.8,0.4,,15/2-,1.0,14.0,,2.0,ns,1.4e-08,2e-10,,,,,,,,,,,-0.38,0.15,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
4,84,127,Po,4,,1121.8,0.4,,7/2+,1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
5,84,127,Po,5,,1160.6,0.4,,(9/2+),1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
6,84,127,Po,6,,1181.4,0.4,,(13/2+),1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
7,84,127,Po,7,,1385.1,0.7,,(3/2)+,1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
8,84,127,Po,8,,1407.3,0.8,,(+),1.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
9,84,127,Po,9,,1409.3,0.4,,(+),2.0,,,,,,,,,,,,,,,,,,,,,28-FEB-2013,J.K. Tuli and  P. Blokhin and  J. Kaur and  J.Y. Lee and N. Sharma,2024-04-27
